Local time in Monte Real (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.06.2018 06:00,"17,5","752,8","758,2","-0,6",91,Wind blowing from the north,3,,,"90 or more, but not 100%",,,,"17,4",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"10,0","16,0",No precipitation,3,,,,
29.06.2018 03:00,"17,4","753,4","758,8","-1,1",87,Wind blowing from the north-west,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"10,0","15,2",No precipitation,3,,,,
29.06.2018 00:00,"17,7","754,5","759,9","-0,4",86,Wind blowing from the north,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"10,0","15,4",No precipitation,3,,,,
28.06.2018 21:00,"17,9","754,9","760,3","0,1",83,Wind blowing from the north,4,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,300-600,Altocumulus translucidus at a single level.,,"10,0","15,0",No precipitation,12,,,,
28.06.2018 18:00,"19,0","754,8","760,2","-0,5",80,Wind blowing from the north-northwest,6,,,"90 or more, but not 100%",,,,,"22,5","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,5",No precipitation,3,,,,
28.06.2018 15:00,"22,3","755,3","760,6","-1,1",63,Wind blowing from the north-northwest,5,9,9,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","14,8",No precipitation,3,,,,
28.06.2018 12:00,"21,6","756,4","761,8","-0,4",71,Wind blowing from the north,4,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","16,0",No precipitation,3,,,,
28.06.2018 09:00,"18,9","756,8","762,2","-0,5",84,Wind blowing from the north-northwest,5,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","16,2",,,,,,
28.06.2018 06:00,"17,5","757,3","762,7","0,0",92,Wind blowing from the north-northwest,2,,,"90 or more, but not 100%",,,,"16,9",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"10,0","16,2",No precipitation,3,,,,
28.06.2018 03:00,"17,3","757,3","762,7","-1,3",92,Wind blowing from the north-northwest,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"10,0","16,0",No precipitation,3,,,,
28.06.2018 00:00,"17,1","758,6","764,1","-0,4",92,Wind blowing from the north-northwest,2,,,50%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,8",No precipitation,3,,,,
27.06.2018 21:00,"17,8","759,0","764,5","0,3",87,Wind blowing from the north-northwest,4,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,6",No precipitation,12,,,,
27.06.2018 18:00,"20,2","758,7","764,1","-0,5",75,Wind blowing from the north,6,,,70 – 80%.,,,,,"22,2","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,5",No precipitation,3,,,,
27.06.2018 15:00,"21,3","759,2","764,6","-0,8",68,Wind blowing from the north-west,6,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,2",No precipitation,3,,,,
27.06.2018 12:00,"21,7","760,0","765,4","-0,1",66,Wind blowing from the north-northwest,5,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,1",No precipitation,3,,,,
27.06.2018 09:00,"19,0","760,1","765,5","-0,2",79,Wind blowing from the north-east,3,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,3",,,,,,
27.06.2018 06:00,"15,7","760,3","765,8","0,3",97,Wind blowing from the north-northwest,2,,,70 – 80%.,,,,"15,2",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,2",No precipitation,3,,,,
27.06.2018 03:00,"16,3","760,0","765,4","-0,6",95,Wind blowing from the north-east,1,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,5",No precipitation,3,,,,
27.06.2018 00:00,"16,4","760,6","766,1","0,0",94,Wind blowing from the north-northwest,2,,,no clouds,,,,,,,,,,,"10,0","15,4",No precipitation,3,,,,
26.06.2018 21:00,"17,7","760,6","766,1","0,7",86,Wind blowing from the north-northwest,3,,,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,4",No precipitation,12,,,,
26.06.2018 18:00,"20,4","759,9","765,3","0,2",65,Wind blowing from the north-west,5,,,"10% or less, but not 0",,,,,"22,8",Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","13,5",No precipitation,3,,,,
26.06.2018 15:00,"22,2","759,7","765,1","-0,3",55,Wind blowing from the north-northwest,7,,11,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,6",No precipitation,3,,,,
26.06.2018 12:00,"21,7","760,0","765,4","0,1",53,Wind blowing from the north,6,,,20–30%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,8",No precipitation,3,,,,
26.06.2018 09:00,"19,4","759,9","765,3","0,5",65,Wind blowing from the north,6,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","12,7",,,,,,
26.06.2018 06:00,"17,0","759,4","764,9","0,6",95,Wind blowing from the north-northwest,3,,,"90 or more, but not 100%",,,,"16,0",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","16,2",No precipitation,3,,,,
26.06.2018 03:00,"16,5","758,8","764,3","-1,0",98,Wind blowing from the north-northwest,3,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90 or more, but not 100%",600-1000,,,"10,0","16,2",No precipitation,3,,,,
26.06.2018 00:00,"16,7","759,8","765,3","0,2",95,Wind blowing from the north-west,2,,,60%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,9",No precipitation,3,,,,
25.06.2018 21:00,"17,2","759,6","765,1","0,8",93,Wind blowing from the north-west,3,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","16,1",Trace of precipitation,12,,,,
25.06.2018 18:00,"19,6","758,8","764,2","-0,2",78,Wind blowing from the north,4,,,"90 or more, but not 100%",,,,,"20,4","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"10,0","15,7","0,1",12,,,,
25.06.2018 15:00,"19,9","759,0","764,4","0,1",77,Wind blowing from the north-west,4,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","15,8",No precipitation,3,,,,
25.06.2018 12:00,"18,1","758,9","764,3","0,7",94,Wind blowing from the north-west,3,,,100%.,Mist.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"8,0","17,1","0,1",6,,,,
25.06.2018 09:00,"17,6","758,2","763,6","0,8",97,variable wind direction,1,,,100%.,Drizzle (not freezing) or snow grains not falling as shower(s).,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,100-200,,,"4,0","17,1",,,,,,
25.06.2018 06:00,"17,8","757,4","762,8","0,7",93,Wind blowing from the north-west,2,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"17,7",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,200-300,,,"8,0","16,7",No precipitation,3,,,,
25.06.2018 03:00,"17,9","756,7","762,1","-0,6",93,Wind blowing from the west-northwest,2,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,200-300,,,"7,0","16,8",No precipitation,3,,,,
25.06.2018 00:00,"18,2","757,3","762,7","0,0",89,Wind blowing from the north-northwest,2,,,100%.,,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,300-600,,,"10,0","16,4",No precipitation,3,,,,
24.06.2018 21:00,"18,4","757,3","762,7","0,3",86,Wind blowing from the north-northwest,3,,,100%.,,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,300-600,,,"10,0","16,0",,,,,,
24.06.2018 18:00,"19,3","757,0","762,4","-0,2",83,Wind blowing from the north-west,3,,,"90 or more, but not 100%",,,,,"20,8","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"10,0","16,4",No precipitation,3,,,,
24.06.2018 15:00,"20,2","757,2","762,6","-0,4",80,Wind blowing from the west-northwest,4,,,"90 or more, but not 100%",,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","16,7",No precipitation,3,,,,
24.06.2018 12:00,"19,6","757,6","763,0","0,3",86,Wind blowing from the north-west,3,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",200-300,,,"8,0","17,2",No precipitation,3,,,,
24.06.2018 09:00,"17,3","757,3","762,7","0,9",99,variable wind direction,1,,,"90 or more, but not 100%",Mist.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",100-200,,,"6,0","17,1",,,,,,
24.06.2018 06:00,"16,5","756,4","761,9","0,7",99,Wind blowing from the north,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour).",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"16,2",,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,3","16,3",No precipitation,3,,,,
24.06.2018 03:00,"16,5","755,7","761,2","-0,9",98,Wind blowing from the north,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,2","16,2",No precipitation,3,,,,
24.06.2018 00:00,"17,9","756,6","762,0","0,1",93,Wind blowing from the north,1,,,"10% or less, but not 0",Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","8,0","16,8",No precipitation,3,,,,
23.06.2018 21:00,"20,3","756,5","761,9","0,5",82,Wind blowing from the west,2,,,no clouds,,,,,,,,,,,"10,0","17,2",No precipitation,12,,,,
23.06.2018 18:00,"24,4","756,0","761,3","0,2",58,Wind blowing from the west,4,,,"10% or less, but not 0",,,,,"30,0",Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,7",No precipitation,3,,,,
23.06.2018 15:00,"27,3","755,8","761,1","-0,6",54,Wind blowing from the west,4,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","17,1",No precipitation,3,,,,
