Local time in Montijo (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.02.2018 06:00,"4,3","756,3","757,6","0,2",100,Wind blowing from the north-east,2,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"3,6",,,,,,,"12,0","4,3",No precipitation,3,,,,
25.02.2018 03:00,"5,4","756,1","757,5","0,3",100,Wind blowing from the north-northeast,2,,,"10% or less, but not 0",Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","12,0","5,4",No precipitation,3,,,,
25.02.2018 00:00,"5,6","755,8","757,0","0,9",100,Wind blowing from the east,1,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"15,0","5,6",No precipitation,3,,,,
24.02.2018 21:00,"6,8","754,9","756,1","1,2",91,Wind blowing from the south-southeast,1,,,no clouds,,,,,,,,,,,"20,0","5,4",No precipitation,12,,,,
24.02.2018 18:00,"13,3","753,7","755,0","0,7",71,Wind blowing from the west,4,,,no clouds,,,,,"16,0",,,,,,"20,0","8,2",No precipitation,3,,,,
24.02.2018 15:00,"15,4","753,0","754,3","-1,0",46,Wind blowing from the west,2,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","3,9",No precipitation,3,,,,
24.02.2018 12:00,"10,8","754,0","755,2","0,5",49,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","0,3",No precipitation,3,,,,
24.02.2018 09:00,"6,0","753,5","754,9","1,3",60,Wind blowing from the north-northeast,4,,,no clouds,,,,,,,,,,,"20,0","-1,2",,,,,,
24.02.2018 06:00,"3,0","752,2","753,5","0,0",78,Wind blowing from the north-east,3,,,no clouds,,,,"2,7",,,,,,,"20,0","-0,5",No precipitation,3,,,,
24.02.2018 03:00,"5,6","752,2","753,6","0,3",69,Wind blowing from the north-east,4,,,no clouds,,,,,,,,,,,"20,0","0,2",No precipitation,3,,,,
24.02.2018 00:00,"6,5","751,9","753,1","0,3",64,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","0,0",No precipitation,3,,,,
23.02.2018 21:00,"8,2","751,6","752,9","0,3",78,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","4,6",No precipitation,12,,,,
23.02.2018 18:00,"14,0","751,3","752,5","-0,7",44,Wind blowing from the north,3,,,no clouds,,,,,"15,7",,,,,,"20,0","1,7",No precipitation,3,,,,
23.02.2018 15:00,"15,0","752,0","753,3","-1,7",41,Wind blowing from the north-northwest,3,,,no clouds,,,,,,,,,,,"20,0","1,6",No precipitation,3,,,,
23.02.2018 12:00,"11,3","753,7","754,9","-0,1",53,Wind blowing from the north,4,,7,no clouds,,,,,,,,,,,"20,0","1,9",No precipitation,3,,,,
23.02.2018 09:00,"5,0","753,8","755,1","0,4",77,Wind blowing from the east-northeast,3,,5,no clouds,,,,,,,,,,,"20,0","1,3",,,,,,
23.02.2018 06:00,"3,3","753,4","754,7","-0,6",91,Wind blowing from the north-east,3,,,no clouds,,,,"0,9",,,,,,,"20,0","2,0",No precipitation,3,,,,
23.02.2018 03:00,"2,1","754,0","755,2","-0,9",92,Wind blowing from the east,2,,,no clouds,,,,,,,,,,,"20,0","0,9",No precipitation,3,,,,
23.02.2018 00:00,"4,2","754,9","756,2","-0,3",85,Wind blowing from the south-southeast,2,,,no clouds,,,,,,,,,,,"20,0","1,9",No precipitation,3,,,,
22.02.2018 21:00,"9,9","755,2","756,4","0,3",57,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","1,6",No precipitation,12,,,,
22.02.2018 18:00,"13,5","754,9","756,1","-0,9",57,Wind blowing from the west,3,,6,no clouds,,,,,"16,6",,,,,,"20,0","5,2",No precipitation,3,,,,
22.02.2018 15:00,"15,7","755,8","757,0","-1,6",35,Wind blowing from the north-west,2,,6,no clouds,,,,,,,,,,,"20,0","0,0",No precipitation,3,,,,
22.02.2018 12:00,"11,7","757,4","758,7","-0,1",52,Wind blowing from the north,4,,6,no clouds,,,,,,,,,,,"20,0","2,0",No precipitation,3,,,,
22.02.2018 09:00,"7,8","757,5","758,8",,56,Wind blowing from the north-northeast,5,,6,no clouds,,,,,,,,,,,"20,0","-0,4",,,,,,
21.02.2018 21:00,"11,9","756,1","757,4","0,6",75,Wind blowing from the north,4,,6,no clouds,,,,,,,,,,,"20,0","7,6",No precipitation,12,,,,
21.02.2018 18:00,"15,1","755,5","756,7","-0,3",67,Wind blowing from the north-northwest,4,,9,no clouds,,,,,"19,2",,,,,,"20,0","8,9",No precipitation,3,,,,
21.02.2018 15:00,"18,6","755,8","757,0","-2,4",33,Wind blowing from the north-northeast,5,,9,no clouds,,,,,,,,,,,"20,0","2,1",No precipitation,3,,,,
21.02.2018 12:00,"15,7","758,2","759,4","-0,6",52,Wind blowing from the north-northeast,5,,,no clouds,,,,,,,,,,,"20,0","5,7",No precipitation,3,,,,
21.02.2018 09:00,"10,5","758,8","760,1","0,2",73,Wind blowing from the north-east,3,,,no clouds,,,,,,,,,,,"20,0","5,9",,,,,,
21.02.2018 06:00,"7,4","758,6","759,9","-0,9",90,Wind blowing from the north-northeast,3,,,no clouds,,,,"7,3",,,,,,,"20,0","5,9",No precipitation,3,,,,
21.02.2018 03:00,"8,4","759,5","760,8","-1,4",92,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","7,2",No precipitation,3,,,,
21.02.2018 00:00,"8,8","760,9","762,1","-0,1",90,Wind blowing from the north-northeast,2,,6,no clouds,,,,,,,,,,,"20,0","7,3",No precipitation,3,,,,
20.02.2018 21:00,"13,3","761,0","762,3","0,1",65,Wind blowing from the north,4,,7,no clouds,,,,,,,,,,,"20,0","6,9",No precipitation,12,,,,
20.02.2018 18:00,"16,4","760,9","762,2","-0,7",61,Wind blowing from the north-northwest,3,,6,no clouds,,,,,"20,2",,,,,,"20,0","8,7",No precipitation,3,,,,
20.02.2018 15:00,"20,1","761,6","762,9","-1,9",36,Wind blowing from the north-northeast,4,,6,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,7",No precipitation,3,,,,
20.02.2018 12:00,"14,6","763,5","764,8","-0,2",64,Wind blowing from the north-northwest,4,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,7",No precipitation,3,,,,
20.02.2018 09:00,"10,9","763,7","765,0","0,4",79,Wind blowing from the north-northeast,4,,,no clouds,,,,,,,,,,,"20,0","7,4",,,,,,
20.02.2018 06:00,"4,7","763,3","764,6","0,1",100,Wind blowing from the east,1,,,"10% or less, but not 0",,,,"4,3",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,7",No precipitation,3,,,,
20.02.2018 03:00,"7,5","763,2","764,5","-0,1",100,Wind blowing from the north,1,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,5",No precipitation,3,,,,
20.02.2018 00:00,"10,0","763,3","764,5","0,0",98,Wind blowing from the north,1,,8,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,7",No precipitation,3,,,,
19.02.2018 21:00,"11,9","763,3","764,5","0,2",78,Wind blowing from the north,5,,8,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","8,2",No precipitation,12,,,,
19.02.2018 18:00,"14,4","763,1","764,4","-0,1",63,Wind blowing from the north,4,,8,70 – 80%.,,,,,"18,9","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","7,5",No precipitation,3,,,,
19.02.2018 15:00,"18,3","763,2","764,4","-1,2",46,Wind blowing from the north,3,,7,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","6,3",No precipitation,3,,,,
19.02.2018 12:00,"15,9","764,4","765,7","-0,1",52,Wind blowing from the north-northeast,3,,5,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","6,1",No precipitation,3,,,,
19.02.2018 09:00,"11,0","764,5","765,7","0,8",72,Wind blowing from the north-northeast,3,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,"20,0","6,0",,,,,,
19.02.2018 06:00,"9,5","763,7","765,0","0,0",73,Wind blowing from the north-east,3,,5,60%.,,,,"6,0",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","4,9",No precipitation,3,,,,
19.02.2018 03:00,"8,1","763,7","765,0","-0,8",83,Wind blowing from the north-northeast,4,,5,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","5,4",No precipitation,3,,,,
19.02.2018 00:00,"8,0","764,5","765,7","0,1",77,Wind blowing from the north-northeast,3,,6,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,2",No precipitation,3,,,,
18.02.2018 21:00,"11,4","764,4","765,7","0,5",66,Wind blowing from the north,4,,6,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","5,3",No precipitation,12,,,,
18.02.2018 18:00,"15,4","763,9","765,2","-0,1",42,Wind blowing from the north-northeast,5,,9,60%.,,,,,"19,0","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","2,6",No precipitation,3,,,,
18.02.2018 15:00,"17,9","764,0","765,3","-1,7",44,Wind blowing from the north,5,,9,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","5,3",No precipitation,3,,,,
18.02.2018 12:00,"14,9","765,7","767,0","-0,5",59,Wind blowing from the north,6,,9,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","6,8",No precipitation,3,,,,
18.02.2018 09:00,"9,5","766,2","767,5","0,3",75,Wind blowing from the north-northeast,6,,,"10% or less, but not 0",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","5,3",,,,,,
18.02.2018 06:00,"5,5","765,9","767,2","-0,4",100,Wind blowing from the north-east,1,,,50%.,,,,"4,5",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","5,5",No precipitation,3,,,,
18.02.2018 03:00,"5,2","766,3","767,7","-0,3",100,Wind blowing from the east,2,,,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","5,2",No precipitation,3,,,,
