Local time in Ovar (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.10.2018 09:00,"16,8","760,4","761,9","1,5",92,Wind blowing from the north-northwest,2,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"4,0","15,5",No precipitation,3,,,,
16.10.2018 06:00,"15,6","758,9","760,4","0,4",98,Wind blowing from the north,1,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"15,6",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,50-100,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","3,0","15,3",No precipitation,3,,,,
16.10.2018 03:00,"16,2","758,5","760,0","1,3",98,Wind blowing from the north,1,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"2,0","15,9",No precipitation,3,,,,
16.10.2018 00:00,"15,8","757,2","758,7","0,9",98,Wind blowing from the north,1,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,,,"5,0","15,5",No precipitation,3,,,,
15.10.2018 21:00,"16,0","756,3","757,8","1,9",96,"Calm, no wind",0,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,,,"2,5","15,4",3,12,,,,
15.10.2018 18:00,"16,6","754,4","755,9","1,1",96,Wind blowing from the south,2,,,70 – 80%.,Mist.,Rain.,Drizzle.,,"18,6","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","7,0","16,0",5,12,,,,
15.10.2018 15:00,"17,0","753,3","754,8","0,2",95,Wind blowing from the south,4,,,"90 or more, but not 100%","Drizzle, not freezing, continuous, slight at time of observation.",Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,,,"3,0","16,2",,,,,,
15.10.2018 12:00,"16,2","753,1","754,6","0,0",98,Wind blowing from the south,4,,,100%.,"Drizzle and rain, slight.",Shower(s).,Rain.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"2,0","15,9",4,6,,,,
15.10.2018 09:00,"15,6","753,1","754,6","0,6",92,Wind blowing from the north,1,,,100%.,Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"7,0","14,3",2,3,,,,
15.10.2018 06:00,"13,6","752,5","754,0","-2,0",96,Wind blowing from the south,7,,,100%.,"Drizzle and rain, moderate or heavy.",Rain.,Drizzle.,"11,4",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"6,0","12,9",8,12,,,,
15.10.2018 03:00,"12,8","754,5","756,0","-3,3",87,Wind blowing from the south-southeast,9,15,15,100%.,"Drizzle and rain, slight.",Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,200-300,,,"9,0","10,7","0,6",3,,,,
15.10.2018 00:00,"14,0","757,8","759,4","-1,5",76,Wind blowing from the south-southeast,5,,,100%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","9,7",No precipitation,3,,,,
14.10.2018 21:00,"11,4","759,3","760,8","0,1",91,Wind blowing from the north,1,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,9",2,12,,,,
14.10.2018 18:00,"15,6","759,2","760,8","-0,2",78,Wind blowing from the north,1,,8,70 – 80%.,,,,,"16,8","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","11,8",2,12,,,,
14.10.2018 15:00,"16,0","759,4","760,9","-0,5",79,Wind blowing from the north-northwest,5,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","12,3",No precipitation,3,,,,
14.10.2018 12:00,"16,2","759,9","761,5","1,4",80,Wind blowing from the north-northwest,6,9,11,60%.,Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","12,8",2,6,,,,
14.10.2018 09:00,"14,8","758,5","760,0","0,8",80,Wind blowing from the north-northwest,5,,,50%.,Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","11,3","0,3",3,,,,
14.10.2018 06:00,"12,0","757,7","759,2","1,0",96,Wind blowing from the north,1,,,70 – 80%.,Shower(s) of rain.,Shower(s).,Rain.,"12,0",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,3",30,12,,,,
14.10.2018 03:00,"13,4","756,7","758,2","4,5",94,Wind blowing from the north,7,12,19,100%.,"Rain shower(s), slight.",Shower(s).,Rain.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"9,0","12,4","0,1",3,,,,
14.10.2018 00:00,"12,6","752,2","753,7","2,7",98,Wind blowing from the north,12,19,24,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"9,0","12,3",27,6,,,,
13.10.2018 21:00,"14,4","749,5","751,0","-4,4",98,Wind blowing from the north,10,19,19,100%.,"Rain, not freezing, continuous, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,100-200,Altostratus opacus or Nimbostratus.,,"6,0","14,1",11,12,,,,
13.10.2018 18:00,"20,6","753,9","755,3","-2,3",78,Wind blowing from the north,1,,,100%.,,,,,"26,4","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","16,6",No precipitation,3,,,,
13.10.2018 15:00,"22,4","756,2","757,6","-1,6",67,Wind blowing from the west-southwest,4,,9,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","15,9",No precipitation,3,,,,
13.10.2018 12:00,"26,2","757,8","759,2","-1,9",52,Wind blowing from the south,4,,10,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","15,7",No precipitation,3,,,,
13.10.2018 09:00,"20,2","759,7","761,2","0,2",68,Wind blowing from the south-southeast,4,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","14,1",No precipitation,3,,,,
13.10.2018 06:00,"16,4","759,5","761,0","-0,2",83,Wind blowing from the south,2,,,50%.,,,,"16,4",,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,4",No precipitation,3,,,,
13.10.2018 03:00,"19,2","759,7","761,2","-1,2",72,Wind blowing from the south-southeast,4,,,20–30%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","14,0",No precipitation,3,,,,
13.10.2018 00:00,"20,4","760,9","762,4","-1,2",71,Wind blowing from the south,3,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,0",No precipitation,3,,,,
12.10.2018 21:00,"21,2","762,1","763,6","0,0",70,Wind blowing from the south,3,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,5",No precipitation,12,,,,
12.10.2018 18:00,"21,8","762,1","763,6","0,0",72,Wind blowing from the south,5,,11,"90 or more, but not 100%",,,,,"24,6","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",600-1000,,,"10,0","16,5",No precipitation,3,,,,
12.10.2018 15:00,"23,6","762,1","763,6","-0,7",61,Wind blowing from the south-southwest,7,,13,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"10,0","15,5",No precipitation,3,,,,
12.10.2018 12:00,"22,8","762,8","764,3","0,8",63,Wind blowing from the south,8,,13,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",1000-1500,,,"10,0","15,3",No precipitation,3,,,,
12.10.2018 09:00,"20,2","762,0","763,5","1,5",63,Wind blowing from the south-southeast,8,,12,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,0",No precipitation,3,,,,
12.10.2018 06:00,"18,6","760,5","762,0","0,4",77,Wind blowing from the south-southeast,7,,,100%.,,,,"16,4",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","14,4",No precipitation,3,,,,
12.10.2018 03:00,"17,4","760,1","761,6","-0,2",73,Wind blowing from the south-southeast,6,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","12,4",No precipitation,3,,,,
12.10.2018 00:00,"16,8","760,3","761,8","0,5",75,Wind blowing from the south,4,,,no clouds,,,,,,,,,,,"10,0","12,4",No precipitation,3,,,,
11.10.2018 21:00,"16,6","759,8","761,3","1,4",77,Wind blowing from the south,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","12,6",No precipitation,12,,,,
11.10.2018 18:00,"18,8","758,4","759,9","1,1",70,Wind blowing from the south,4,,,40%.,,,,,"21,2","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,2",No precipitation,3,,,,
11.10.2018 15:00,"21,0","757,3","758,8","0,7",70,Wind blowing from the south-west,5,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,3",No precipitation,3,,,,
11.10.2018 12:00,"19,2","756,6","758,0","1,2",80,Wind blowing from the south-west,4,,,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","15,7",No precipitation,3,,,,
11.10.2018 09:00,"17,2","755,4","756,9","1,9",96,Wind blowing from the south,4,,,"90 or more, but not 100%",Clouds generally dissolving or becoming less developed.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","16,6",Trace of precipitation,3,,,,
11.10.2018 06:00,"16,0","753,5","755,0","1,8",94,Wind blowing from the south,3,,13,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,Rain.,"15,6",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","15,0",20,12,,,,
11.10.2018 03:00,"18,2","751,7","753,2","-0,8",77,Wind blowing from the south,7,,11,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"9,0","14,0","0,2",3,,,,
