Local time in Coimbra / Cernache,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.05.2018 23:00,"14,5","744,8","760,0","0,3",99,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"14,3","0,3",1,,,,
24.05.2018 22:00,"15,1","745,0","760,1","0,1",99,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
24.05.2018 21:00,"14,9","744,6","759,7","0,0",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",36,12,,,,
24.05.2018 20:00,"15,1","744,5","759,7","-0,2",99,Wind blowing from the north,2,,6,,,,,,,,,,,,,"15,0",1,1,,,,
24.05.2018 19:00,"15,0","744,9","760,0","0,0",99,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"14,8",3,1,,,,
24.05.2018 18:00,"15,4","744,6","759,7","-0,7",100,Wind blowing from the north,2,,,,,,,,"16,3",,,,,,,"15,4",34,12,,,,
24.05.2018 17:00,"15,5","744,7","759,7","-0,9",99,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"15,4",3,1,,,,
24.05.2018 16:00,"16,0","744,9","760,0","-1,0",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,9",5,1,,,,
24.05.2018 15:00,"15,8","745,3","760,5","-0,6",100,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"15,8",4,1,,,,
24.05.2018 14:00,"16,0","745,6","760,7","-0,4",99,"Calm, no wind",0,,,,,,,,,,,,,,,"15,8",6,1,,,,
24.05.2018 13:00,"15,9","745,9","761,1","0,0",99,"Calm, no wind",0,,,,,,,,,,,,,,,"15,8",2,1,,,,
24.05.2018 12:00,"15,8","745,9","761,1","0,1",99,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"15,6",11,6,,,,
24.05.2018 11:00,"15,7","746,0","761,2","1,5",99,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"15,6",3,1,,,,
24.05.2018 10:00,"15,8","745,9","761,1","1,2",96,Wind blowing from the north,1,,8,,,,,,,,,,,,,"15,1",3,1,,,,
24.05.2018 09:00,"16,1","745,8","760,9","0,3",90,Wind blowing from the south,4,7,7,,,,,,,,,,,,,"14,5",2,1,,,,
24.05.2018 08:00,"15,2","744,5","759,7","-0,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
24.05.2018 07:00,"14,6","744,7","759,9","0,0",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,6","0,2",1,,,,
24.05.2018 06:00,"14,1","745,5","760,7","0,3",98,Wind blowing from the south-southwest,2,,,,,,,"13,9",,,,,,,,"13,8","0,1",12,Surface of ground moist.,"13,0",,
24.05.2018 05:00,"14,7","744,8","760,0","-0,6",96,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
24.05.2018 04:00,"14,5","744,7","759,9","-1,0",94,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
24.05.2018 03:00,"14,9","745,2","760,3","-0,9",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
24.05.2018 02:00,"14,6","745,4","760,6","-1,1",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
24.05.2018 01:00,"14,6","745,7","760,9","-1,1",95,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
24.05.2018 00:00,"14,5","746,1","761,3","-0,6",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
23.05.2018 23:00,"15,2","746,5","761,7","0,0",92,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
23.05.2018 22:00,"16,0","746,8","761,9","0,5",90,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
23.05.2018 21:00,"16,8","746,7","761,8","0,6",81,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"13,5",No precipitation,12,,,,
23.05.2018 20:00,"17,7","746,5","761,6","0,6",78,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
23.05.2018 19:00,"19,4","746,3","761,3","0,5",65,Wind blowing from the west,2,,5,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
23.05.2018 18:00,"21,2","746,1","760,9","0,5",61,Wind blowing from the west,4,5,6,,,,,,"26,5",,,,,,,"13,3",No precipitation,1,,,,
23.05.2018 17:00,"21,6","745,9","760,8","0,1",61,Wind blowing from the west,3,,6,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
23.05.2018 16:00,"23,9","745,8","760,5","-0,2",57,Wind blowing from the west-northwest,5,8,10,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
23.05.2018 15:00,"24,6","745,6","760,3","-0,7",52,Wind blowing from the west,4,,7,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
23.05.2018 14:00,"25,1","745,8","760,5","-0,9",54,Wind blowing from the west-northwest,4,6,6,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
23.05.2018 13:00,"24,7","746,0","760,7","-0,8",49,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
23.05.2018 12:00,"24,7","746,3","761,0","-0,5",50,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
23.05.2018 11:00,"23,8","746,7","761,4","-0,2",63,Wind blowing from the north,2,,5,,,,,,,,,,,,,"16,4",No precipitation,1,,,,
23.05.2018 10:00,"22,4","746,8","761,6","0,1",66,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
23.05.2018 09:00,"20,5","746,8","761,8","0,5",70,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
23.05.2018 08:00,"17,2","746,9","762,0","0,8",81,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
23.05.2018 07:00,"15,6","746,7","761,8","0,5",86,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
23.05.2018 06:00,"14,4","746,3","761,5","0,6",90,Wind blowing from the south-east,2,,,,,,,"12,2",,,,,,,,"12,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
23.05.2018 05:00,"12,4","746,1","761,4","0,2",96,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
23.05.2018 04:00,"12,5","746,2","761,5","0,0",96,Wind blowing from the south-southwest,3,,6,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
23.05.2018 03:00,"14,2","745,7","760,9","-1,0",90,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
23.05.2018 02:00,"13,5","745,9","761,2","-1,2",92,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
23.05.2018 01:00,"13,2","746,2","761,5","-1,0",94,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
23.05.2018 00:00,"14,0","746,7","762,0","-0,4",91,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
22.05.2018 23:00,"14,1","747,1","762,3","0,5",90,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
22.05.2018 22:00,"14,8","747,2","762,4","1,0",88,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
22.05.2018 21:00,"15,8","747,1","762,2","1,3",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,9",No precipitation,12,,,,
22.05.2018 20:00,"16,7","746,6","761,7","1,0",80,Wind blowing from the north-northwest,2,,5,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
22.05.2018 19:00,"18,0","746,2","761,2","1,0",77,Wind blowing from the north-west,3,,5,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
22.05.2018 18:00,"19,1","745,8","760,7","0,6",72,Wind blowing from the north-west,3,,7,,,,,,"24,5",,,,,,,"13,8",No precipitation,1,,,,
22.05.2018 17:00,"21,2","745,6","760,4","0,3",66,Wind blowing from the north-west,4,,7,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
22.05.2018 16:00,"22,5","745,2","760,0","-0,4",63,Wind blowing from the west,4,6,7,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
22.05.2018 15:00,"21,6","745,2","760,0","-0,4",62,Wind blowing from the west,4,7,7,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
22.05.2018 14:00,"23,2","745,3","760,1","-0,6",58,Wind blowing from the west,4,6,7,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
22.05.2018 13:00,"24,2","745,6","760,3","-0,3",50,Wind blowing from the north,2,8,8,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
22.05.2018 12:00,"21,4","745,6","760,5","-0,3",60,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
22.05.2018 11:00,"20,2","745,9","760,8","0,3",66,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
22.05.2018 10:00,"18,2","745,9","761,0","0,4",77,Wind blowing from the north,1,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
22.05.2018 09:00,"16,3","745,9","760,9","0,7",76,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
22.05.2018 08:00,"14,2","745,6","760,9","0,8",88,Wind blowing from the south,2,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
22.05.2018 07:00,"13,6","745,5","760,7","0,8",91,Wind blowing from the south,2,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
22.05.2018 06:00,"13,7","745,2","760,4","0,3",90,Wind blowing from the south-east,1,,,,,,,"13,3",,,,,,,,"12,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"15,0",,
22.05.2018 05:00,"13,5","744,8","760,0","-0,1",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
22.05.2018 04:00,"13,4","744,7","760,0","-0,5",90,Wind blowing from the west,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
22.05.2018 03:00,"13,6","744,9","760,1","-0,4",90,Wind blowing from the west,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
22.05.2018 02:00,"13,4","744,9","760,2","-0,4",90,"Calm, no wind",0,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
22.05.2018 01:00,"13,5","745,2","760,4","-0,2",90,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
22.05.2018 00:00,"13,8","745,3","760,5","-0,1",87,"Calm, no wind",0,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
21.05.2018 23:00,"14,0","745,3","760,6","0,2",87,"Calm, no wind",0,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
21.05.2018 22:00,"14,2","745,4","760,6","0,7",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
21.05.2018 21:00,"14,3","745,4","760,6","1,0",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,12,,,,
21.05.2018 20:00,"14,5","745,1","760,3","0,9",85,Wind blowing from the west,2,,5,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
21.05.2018 19:00,"15,0","744,7","759,9","0,6",85,Wind blowing from the west,2,,6,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
21.05.2018 18:00,"16,8","744,4","759,5","0,4",76,Wind blowing from the west,3,6,6,,,,,,"21,8",,,,,,,"12,5",No precipitation,1,,,,
21.05.2018 17:00,"18,3","744,2","759,1","0,2",70,Wind blowing from the west,4,7,7,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
21.05.2018 16:00,"19,7","744,1","758,9","-0,1",68,Wind blowing from the west-northwest,4,7,7,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
21.05.2018 15:00,"20,4","744,0","758,8","-0,5",64,Wind blowing from the west,4,6,7,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
21.05.2018 14:00,"20,4","744,0","758,8","-0,7",63,Wind blowing from the west,4,6,6,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
21.05.2018 13:00,"21,6","744,2","759,0","-0,7",50,Wind blowing from the north,3,,5,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
21.05.2018 12:00,"20,0","744,5","759,4","-0,4",60,Wind blowing from the north,2,,6,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
21.05.2018 11:00,"18,2","744,7","759,7","-0,1",64,Wind blowing from the north,3,,5,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
21.05.2018 10:00,"16,7","744,9","760,0","0,5",65,Wind blowing from the south-west,2,,5,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
21.05.2018 09:00,"14,9","744,9","760,0","0,6",80,Wind blowing from the south,3,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
21.05.2018 08:00,"12,2","744,8","760,1","0,6",89,Wind blowing from the south,3,,5,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
21.05.2018 07:00,"12,3","744,4","759,7","0,3",84,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
21.05.2018 06:00,"12,0","744,3","759,6","0,2",88,Wind blowing from the north,1,,,,,,,"11,9",,,,,,,,"10,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
21.05.2018 05:00,"12,0","744,2","759,5","-0,2",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
21.05.2018 04:00,"12,0","744,1","759,4","-0,6",91,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
21.05.2018 03:00,"12,0","744,1","759,4","-0,8",92,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
21.05.2018 02:00,"12,3","744,4","759,7","-0,6",92,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
21.05.2018 01:00,"12,6","744,7","760,0","-0,4",94,Wind blowing from the west,1,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
21.05.2018 00:00,"12,7","744,9","760,1","-0,1",94,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
20.05.2018 23:00,"12,8","745,0","760,3",,94,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
20.05.2018 22:00,"12,9","745,1","760,4","0,1",94,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
20.05.2018 21:00,"12,8","745,0","760,2","0,3",96,Wind blowing from the west,1,,,,,,,,,,,,,,,"12,1","0,1",12,,,,
20.05.2018 20:00,"13,3","744,8","760,1","0,2",94,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
20.05.2018 19:00,"14,8","745,0","760,2","0,6",88,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
20.05.2018 18:00,"15,5","744,7","759,9","0,3",86,Wind blowing from the west,3,,7,,,,,,"23,9",,,,,,,"13,2","0,1",12,,,,
20.05.2018 17:00,"18,2","744,6","759,6","-0,2",77,Wind blowing from the west,4,7,7,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
20.05.2018 16:00,"20,0","744,4","759,3","-0,7",71,Wind blowing from the west,4,,7,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
20.05.2018 15:00,"20,8","744,4","759,3","-1,2",66,Wind blowing from the west,4,7,7,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
20.05.2018 14:00,"22,1","744,8","759,6","-1,4",68,Wind blowing from the west,4,6,7,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
20.05.2018 13:00,"22,9","745,1","759,9","-1,2",61,Wind blowing from the west-southwest,3,,5,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
20.05.2018 12:00,"21,4","745,6","760,4","-1,0",69,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,5","0,1",6,,,,
20.05.2018 11:00,"19,8","746,2","761,1","-0,5",70,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,2","0,1",1,,,,
20.05.2018 10:00,"16,4","746,3","761,5","-0,5",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
20.05.2018 09:00,"14,2","746,6","761,9","0,1",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
20.05.2018 08:00,"13,4","746,7","762,0","0,2",100,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
20.05.2018 07:00,"12,9","746,8","762,1","0,4",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
20.05.2018 06:00,"12,5","746,5","761,8","-0,1",100,Wind blowing from the north,1,,,,,,,"11,9",,,,,,,,"12,5","0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"12,0",,
20.05.2018 05:00,"12,3","746,5","761,8","-0,3",99,Wind blowing from the east,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
20.05.2018 04:00,"12,0","746,4","761,8","-0,8",100,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
20.05.2018 03:00,"12,0","746,6","762,0","-0,9",99,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
20.05.2018 02:00,"12,4","746,8","762,1","-0,8",97,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
20.05.2018 01:00,"13,7","747,2","762,5","-0,6",88,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
20.05.2018 00:00,"14,8","747,5","762,7","0,0",81,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
19.05.2018 23:00,"16,4","747,6","762,7","0,5",74,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
19.05.2018 22:00,"16,6","747,8","762,9","0,6",73,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
19.05.2018 21:00,"17,9","747,5","762,6","0,7",66,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"11,4",No precipitation,12,,,,
19.05.2018 20:00,"18,7","747,1","762,1","0,0",61,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
19.05.2018 19:00,"21,1","747,2","762,1","0,3",53,Wind blowing from the north-northwest,3,6,6,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
19.05.2018 18:00,"22,9","746,8","761,6","0,0",50,Wind blowing from the north-west,4,6,6,,,,,,"26,6",,,,,,,"11,9",No precipitation,1,,,,
19.05.2018 17:00,"23,8","747,1","761,8","0,1",52,Wind blowing from the north-west,4,6,9,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
19.05.2018 16:00,"24,1","746,9","761,7","-0,5",52,Wind blowing from the north-northwest,4,7,9,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
19.05.2018 15:00,"25,2","746,8","761,5","-0,9",51,Wind blowing from the north-west,5,,8,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
19.05.2018 14:00,"25,3","747,0","761,7","-0,9",44,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
19.05.2018 13:00,"24,9","747,4","762,1","-0,6",49,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
19.05.2018 12:00,"23,6","747,7","762,4","-0,3",51,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
19.05.2018 11:00,"22,4","747,9","762,7","0,1",56,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
19.05.2018 10:00,"21,6","748,0","762,8","0,5",59,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
19.05.2018 09:00,"19,5","748,0","763,0","0,6",67,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
19.05.2018 08:00,"17,1","747,8","762,9","0,7",71,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
19.05.2018 07:00,"16,0","747,5","762,7","0,4",81,Wind blowing from the east,2,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
19.05.2018 06:00,"15,1","747,4","762,6","0,8",73,Wind blowing from the south-east,2,,,,,,,"13,1",,,,,,,,"10,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
19.05.2018 05:00,"14,5","747,1","762,4","0,5",75,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
19.05.2018 04:00,"13,7","747,1","762,4","0,3",85,Wind blowing from the east,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
19.05.2018 03:00,"13,9","746,6","761,9","-0,3",88,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
19.05.2018 02:00,"13,5","746,6","761,9","-0,4",86,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
19.05.2018 01:00,"14,4","746,8","762,0","0,0",83,Wind blowing from the east,2,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
19.05.2018 00:00,"15,8","746,9","762,1","0,2",75,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
18.05.2018 23:00,"16,2","747,0","762,1","0,8",79,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
18.05.2018 22:00,"16,0","746,8","762,0","0,8",82,Wind blowing from the south-southeast,2,,5,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
18.05.2018 21:00,"16,2","746,7","761,8","1,0",86,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"13,9",10,12,,,,
18.05.2018 20:00,"16,0","746,2","761,4","0,2",90,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
18.05.2018 19:00,"17,5","746,0","761,1","-0,2",88,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,5",No precipitation,1,,,,
18.05.2018 18:00,"17,3","745,7","760,8","0,2",88,Wind blowing from the north-east,1,,6,,,,,,"25,4",,,,,,,"15,2",10,12,,,,
18.05.2018 17:00,"16,8","746,0","761,1","1,1",96,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"16,1","0,9",1,,,,
18.05.2018 16:00,"15,5","746,2","761,4","1,1",96,Wind blowing from the south-southwest,3,5,7,,,,,,,,,,,,,"14,8",9,1,,,,
18.05.2018 15:00,"19,7","745,5","760,4","-0,1",66,Wind blowing from the south,3,7,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
18.05.2018 14:00,"24,5","744,9","759,6","-1,0",49,Wind blowing from the north-northwest,5,8,9,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
18.05.2018 13:00,"25,1","745,1","759,7","-0,9",48,Wind blowing from the north-west,3,7,7,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
18.05.2018 12:00,"24,6","745,6","760,3","-0,4",41,Wind blowing from the north,2,5,5,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
18.05.2018 11:00,"23,9","745,9","760,7","0,2",45,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
18.05.2018 10:00,"21,8","746,0","760,9","0,2",49,Wind blowing from the north,2,,5,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
18.05.2018 09:00,"19,9","746,0","760,9","0,4",55,Wind blowing from the north,2,,5,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
18.05.2018 08:00,"18,3","745,7","760,7","0,5",60,Wind blowing from the east-northeast,3,,6,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
18.05.2018 07:00,"16,2","745,8","760,9","0,5",67,Wind blowing from the east-northeast,4,6,6,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
18.05.2018 06:00,"13,6","745,6","760,9","0,4",82,Wind blowing from the north,1,,,,,,,"10,7",,,,,,,,"10,5",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
18.05.2018 05:00,"11,0","745,2","760,6","0,0",99,Wind blowing from the east,2,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
18.05.2018 04:00,"11,5","745,3","760,6","0,0",100,Wind blowing from the south,1,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
18.05.2018 03:00,"11,9","745,2","760,6","-0,2",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
18.05.2018 02:00,"12,3","745,2","760,5","-0,3",99,Wind blowing from the south,1,,5,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
