Local time in Beja (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.06.2018 18:00,"31,5","744,4","760,7","-0,3",32,Wind blowing from the south,5,,,20–30%.,,,,,"32,5","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,0",No precipitation,3,,,,
19.06.2018 15:00,"32,1","744,7","760,9","-1,2",33,Wind blowing from the south-east,5,,,no clouds,,,,,,,,,,,"20,0","13,7",,,,,,
19.06.2018 12:00,"29,4","745,9","762,4","-0,4",38,Wind blowing from the east,6,,,no clouds,,,,,,,,,,,"20,0","13,8",No precipitation,3,,,,
19.06.2018 09:00,"24,6","746,3","763,0","0,7",56,Wind blowing from the south-southeast,6,,,no clouds,,,,,,,,,,,"20,0","15,1",,,,,,
19.06.2018 06:00,"19,4","745,6","762,5","0,4",81,Wind blowing from the east-southeast,4,,,no clouds,,,,"18,6",,,,,,,"20,0","16,0",No precipitation,3,,,,
19.06.2018 03:00,"18,8","745,2","762,1","-0,4",74,Wind blowing from the east,5,,,no clouds,,,,,,,,,,,"20,0","14,0",No precipitation,3,,,,
19.06.2018 00:00,"19,8","745,6","762,5","0,0",81,Wind blowing from the east-southeast,3,,,no clouds,,,,,,,,,,,"20,0","16,4",No precipitation,3,,,,
18.06.2018 21:00,"22,6","745,6","762,3","1,1",60,Wind blowing from the west,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,4",Trace of precipitation,12,,,,
18.06.2018 18:00,"30,4","744,5","760,8","-0,4",39,Wind blowing from the south-west,6,,,"90 or more, but not 100%","Rain shower(s), slight.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"37,5","Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,600-1000,Altocumulus castellanus or floccus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","9,0","14,8",Trace of precipitation,12,,,,
18.06.2018 15:00,"36,0","744,9","760,9","-1,1",29,Wind blowing from the north,2,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,Altocumulus castellanus or floccus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,4",No precipitation,3,,,,
18.06.2018 12:00,"32,4","746,0","762,3","-0,2",37,Wind blowing from the north,2,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","16,1",No precipitation,3,,,,
18.06.2018 09:00,"28,1","746,2","762,7","0,7",44,variable wind direction,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,7",,,,,,
18.06.2018 06:00,"21,8","745,5","762,3","-0,1",63,Wind blowing from the east-southeast,4,,,"10% or less, but not 0",,,,"21,8",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,5",No precipitation,3,,,,
18.06.2018 03:00,"22,8","745,6","762,4","-0,9",62,Wind blowing from the east-northeast,4,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,0",No precipitation,3,,,,
18.06.2018 00:00,"23,8","746,5","763,1","0,6",67,Wind blowing from the north-northwest,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","17,2",No precipitation,3,,,,
17.06.2018 21:00,"28,4","745,9","762,4","0,7",53,Wind blowing from the north-northwest,5,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","17,8",No precipitation,12,,,,
17.06.2018 18:00,"35,4","745,2","761,2","-0,3",29,Wind blowing from the north,2,,,"10% or less, but not 0",,,,,"36,2","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,9",No precipitation,3,,,,
17.06.2018 15:00,"35,0","745,5","761,6","-0,7",28,Wind blowing from the north,1,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,9",No precipitation,3,,,,
17.06.2018 12:00,"32,2","746,2","762,4","0,1",40,Wind blowing from the north-west,2,,,no clouds,,,,,,,,,,,"20,0","16,8",No precipitation,3,,,,
17.06.2018 09:00,"24,0","746,1","762,7","0,8",61,Wind blowing from the north-west,2,,,no clouds,,,,,,,,,,,"20,0","16,0",,,,,,
17.06.2018 06:00,"15,8","745,3","762,5","0,4",90,Wind blowing from the west,2,,,no clouds,,,,"15,7",,,,,,,"20,0","14,2",No precipitation,3,,,,
17.06.2018 03:00,"16,8","744,9","762,0","0,1",83,Wind blowing from the west-northwest,3,,,no clouds,,,,,,,,,,,"20,0","13,9",No precipitation,3,,,,
17.06.2018 00:00,"19,4","744,8","761,8","0,7",63,Wind blowing from the north-west,3,,,no clouds,,,,,,,,,,,"20,0","12,1",No precipitation,3,,,,
16.06.2018 21:00,"24,2","744,1","760,7","1,1",44,Wind blowing from the west-northwest,6,,,no clouds,,,,,,,,,,,"20,0","11,3",No precipitation,12,,,,
16.06.2018 18:00,"32,2","743,0","759,2","-0,4",41,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,"32,5","Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,3",No precipitation,3,,,,
16.06.2018 15:00,"31,9","743,4","759,6","-0,7",41,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,1",No precipitation,3,,,,
16.06.2018 12:00,"27,7","744,1","760,6","-0,5",51,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","16,7",No precipitation,3,,,,
16.06.2018 09:00,"19,6","744,6","761,5","0,4",76,Wind blowing from the north-west,3,,,no clouds,,,,,,,,,,,"20,0","15,2",,,,,,
16.06.2018 06:00,"14,4","744,2","761,4","0,2",94,Wind blowing from the north-west,5,,,"90 or more, but not 100%","Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"14,0",,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","90 or more, but not 100%",300-600,,,"10,0","13,4",No precipitation,3,,,,
16.06.2018 03:00,"14,2","744,0","761,2","-0,7",94,Wind blowing from the west-northwest,5,,,"90 or more, but not 100%","Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","90 or more, but not 100%",300-600,,,"7,0","13,2",No precipitation,3,,,,
16.06.2018 00:00,"14,4","744,7","762,0","0,6",93,Wind blowing from the west-northwest,5,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,2",No precipitation,3,,,,
15.06.2018 21:00,"19,0","744,1","761,1","0,9",79,Wind blowing from the west-northwest,7,,,no clouds,,,,,,,,,,,"20,0","15,2",No precipitation,12,,,,
15.06.2018 18:00,"29,0","743,2","759,6","-0,5",38,Wind blowing from the west-northwest,8,,,no clouds,,,,,"31,7",,,,,,"20,0","13,3",No precipitation,3,,,,
15.06.2018 15:00,"31,2","743,7","760,0","-1,1",41,Wind blowing from the north-west,7,,,no clouds,,,,,,,,,,,"20,0","16,6",No precipitation,3,,,,
15.06.2018 12:00,"28,8","744,8","761,2","-0,6",45,Wind blowing from the north-west,5,,,no clouds,,,,,,,,,,,"20,0","15,7",No precipitation,3,,,,
15.06.2018 09:00,"20,6","745,4","762,2","0,5",72,Wind blowing from the west,3,,,no clouds,,,,,,,,,,,"20,0","15,3",,,,,,
15.06.2018 06:00,"14,2","744,9","762,1","0,1",88,Wind blowing from the west,3,,,no clouds,,,,"14,0",,,,,,,"20,0","12,2",No precipitation,3,,,,
15.06.2018 03:00,"15,4","744,8","762,0","-0,2",80,Wind blowing from the west-northwest,4,,,no clouds,,,,,,,,,,,"20,0","12,0",No precipitation,3,,,,
15.06.2018 00:00,"17,4","745,0","762,1","0,2",73,Wind blowing from the west-northwest,5,,,no clouds,,,,,,,,,,,"20,0","12,4",No precipitation,3,,,,
14.06.2018 21:00,"22,6","744,8","761,3","0,8",73,Wind blowing from the north-west,7,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","17,4",No precipitation,12,,,,
14.06.2018 18:00,"29,4","744,0","760,3","-0,6",38,Wind blowing from the north-northwest,5,,,50%.,,,,,"30,0","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,8",No precipitation,3,,,,
14.06.2018 15:00,"29,2","744,6","760,9","-1,0",37,Wind blowing from the north-northeast,4,,,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,9",No precipitation,3,,,,
14.06.2018 12:00,"26,0","745,6","762,1","-0,3",49,Wind blowing from the north-northeast,4,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,4",No precipitation,3,,,,
14.06.2018 09:00,"19,4","745,9","762,8","0,5",73,Wind blowing from the north-northwest,2,,,40%.,State of sky on the whole unchanged.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,3",,,,,,
14.06.2018 06:00,"12,2","745,4","762,8","-0,5",99,Wind blowing from the west,3,,,"90 or more, but not 100%","Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"12,1",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",100-200,,,"0,3","12,1",No precipitation,3,,,,
14.06.2018 03:00,"12,4","745,9","763,3","-0,4",96,Wind blowing from the west,3,,,no clouds,,,,,,,,,,,"20,0","11,7",,,,,,
14.06.2018 00:00,"14,5","746,3","763,6","0,5",88,Wind blowing from the west,5,,,no clouds,,,,,,,,,,,"20,0","12,6",No precipitation,3,,,,
13.06.2018 21:00,"20,4","745,8","762,7","0,6",73,Wind blowing from the west-northwest,5,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,4",No precipitation,12,,,,
13.06.2018 18:00,"27,8","745,2","761,7","-1,0",38,Wind blowing from the north-northwest,5,,,20–30%.,,,,,"28,7","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,2",No precipitation,3,,,,
13.06.2018 15:00,"27,3","746,2","762,7","-1,2",41,Wind blowing from the west,4,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,8",No precipitation,3,,,,
13.06.2018 12:00,"23,2","747,4","764,2","-0,4",56,Wind blowing from the west-northwest,2,,,no clouds,,,,,,,,,,,"20,0","14,0",No precipitation,3,,,,
13.06.2018 09:00,"15,0","747,8","765,1","-0,1",84,Wind blowing from the west-northwest,3,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,3",,,,,,
13.06.2018 06:00,"12,2","747,9","765,4","-0,6",93,Wind blowing from the north-northwest,4,,,"90 or more, but not 100%",,,,"12,2",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",200-300,,,"20,0","11,1",No precipitation,3,,,,
13.06.2018 03:00,"13,0","748,5","765,9","-0,1",94,Wind blowing from the west-northwest,4,,,no clouds,,,,,,,,,,,"20,0","12,0",No precipitation,3,,,,
13.06.2018 00:00,"13,4","748,6","766,0","1,2",90,Wind blowing from the west-northwest,5,,,no clouds,,,,,,,,,,,"20,0","11,7",No precipitation,3,,,,
12.06.2018 21:00,"17,6","747,4","764,5","0,9",76,Wind blowing from the west-northwest,6,,,no clouds,,,,,,,,,,,"20,0","13,2",No precipitation,12,,,,
12.06.2018 18:00,"23,6","746,5","763,2","-0,3",56,Wind blowing from the west-northwest,7,,,20–30%.,,,,,"24,4","Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,3",No precipitation,3,,,,
