Local time in Alverca (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.08.2018 09:00,"22,8","763,0","763,3",,66,Wind blowing from the east-southeast,2,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"15,0","16,2",No precipitation,3,,,,
22.08.2018 15:00,"33,0","760,6","760,9","-1,1",30,Wind blowing from the south,4,,,no clouds,,,,,,,,,,,"15,0","13,3",No precipitation,3,,,,
22.08.2018 12:00,"28,0","761,7","762,0","0,1",35,Wind blowing from the south,2,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"15,0","11,2",No precipitation,3,,,,
22.08.2018 09:00,"21,8","761,6","761,9",,73,Wind blowing from the south,2,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"15,0","16,8",No precipitation,3,,,,
21.08.2018 15:00,"30,5","759,4","759,7","-1,2",45,Wind blowing from the south-southwest,4,,,no clouds,,,,,,,,,,,"20,0","17,1",No precipitation,3,,,,
21.08.2018 12:00,"29,0","760,6","760,9","-0,3",44,Wind blowing from the south,3,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"15,0","15,7",No precipitation,3,,,,
21.08.2018 09:00,"22,9","760,9","761,2",,78,Wind blowing from the south-southeast,2,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"15,0","18,9",No precipitation,3,,,,
20.08.2018 15:00,"32,7","761,2","761,5","-0,8",27,Wind blowing from the south-west,6,,,no clouds,,,,,,,,,,,"15,0","11,4",No precipitation,3,,,,
20.08.2018 12:00,"30,9","762,0","762,3","-0,1",36,Wind blowing from the south,4,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"12,0","14,1",No precipitation,3,,,,
20.08.2018 09:00,"24,6","762,1","762,4",,61,Wind blowing from the north,1,,,"10% or less, but not 0",State of sky on the whole unchanged.,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","12,0","16,5",No precipitation,3,,,,
17.08.2018 15:00,"30,0","761,2","761,5","-1,2",42,Wind blowing from the north-northwest,4,,7,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","15,9",No precipitation,3,,,,
17.08.2018 12:00,"27,4","762,4","762,7","-0,1",50,Wind blowing from the north-east,4,,,50%.,State of sky on the whole unchanged.,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","16,0",No precipitation,3,,,,
17.08.2018 09:00,"23,0","762,5","762,7",,61,Wind blowing from the south-southeast,2,,,"10% or less, but not 0",State of sky on the whole unchanged.,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,0",No precipitation,3,,,,
16.08.2018 15:00,"27,6","761,8","762,1","-0,8",49,Wind blowing from the north,6,,,no clouds,,,,,,,,,,,"15,0","15,9",No precipitation,3,,,,
16.08.2018 12:00,"26,0","762,6","762,9","-0,1",58,Wind blowing from the north,4,,,"10% or less, but not 0",State of sky on the whole unchanged.,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","17,1",No precipitation,3,,,,
16.08.2018 09:00,"22,2","762,7","763,0",,71,Wind blowing from the north-northwest,4,,,20–30%.,State of sky on the whole unchanged.,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","12,0","16,6",No precipitation,3,,,,
14.08.2018 15:00,"30,0","761,8","762,1","-0,7",43,Wind blowing from the north-west,5,,8,no clouds,,,,,,,,,,,"20,0","16,2",No precipitation,3,,,,
14.08.2018 12:00,"27,9","762,5","762,8","-0,2",48,Wind blowing from the north,2,,7,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"20,0","15,8",No precipitation,3,,,,
14.08.2018 09:00,"22,4","762,7","763,0",,67,Wind blowing from the east-southeast,2,,8,"10% or less, but not 0",Clouds generally dissolving or becoming less developed.,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","16,0",No precipitation,3,,,,
13.08.2018 15:00,"26,8","762,3","762,6","-0,8",46,Wind blowing from the north,5,,9,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,1",No precipitation,3,,,,
13.08.2018 12:00,"25,3","763,1","763,4","-0,6",50,Wind blowing from the north,5,,,20–30%.,State of sky on the whole unchanged.,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,0",No precipitation,3,,,,
13.08.2018 09:00,"21,6","763,7","764,0",,62,Wind blowing from the north-northeast,4,,9,40%.,Clouds generally dissolving or becoming less developed.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,9",No precipitation,3,,,,
10.08.2018 15:00,"29,0","764,3","764,6","-1,0",32,Wind blowing from the north,5,,8,no clouds,,,,,,,,,,,"20,0","10,6",No precipitation,3,,,,
10.08.2018 12:00,"27,3","765,3","765,5","-0,1",37,Wind blowing from the north,5,,8,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"20,0","11,4",No precipitation,3,,,,
10.08.2018 09:00,"22,8","765,4","765,7",,49,Wind blowing from the north,5,,9,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"20,0","11,5",No precipitation,3,,,,
09.08.2018 15:00,"25,0","764,7","765,0",,40,Wind blowing from the north-northwest,6,,13,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,6",No precipitation,3,,,,
09.08.2018 09:00,"21,1","765,1","765,4",,59,Wind blowing from the north,7,,14,20–30%.,State of sky on the whole unchanged.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,8",No precipitation,3,,,,
08.08.2018 15:00,"26,7","761,0","761,3","-0,4",48,Wind blowing from the north-northwest,6,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,9",No precipitation,3,,,,
08.08.2018 12:00,"26,5","761,4","761,7","0,3",42,Wind blowing from the north,5,,,no clouds,,,,,,,,,,,"20,0","12,5",No precipitation,3,,,,
08.08.2018 09:00,"21,4","761,1","761,4",,60,Wind blowing from the north-northwest,5,,9,"10% or less, but not 0",Clouds generally dissolving or becoming less developed.,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,4",No precipitation,3,,,,
07.08.2018 15:00,"26,7","761,0","761,3","-1,0",47,Wind blowing from the north,7,,12,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,5",No precipitation,3,,,,
07.08.2018 12:00,"24,0","762,0","762,3","0,0",60,Wind blowing from the north-northwest,8,,13,50%.,Clouds generally dissolving or becoming less developed.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,7",No precipitation,3,,,,
07.08.2018 09:00,"21,0","762,0","762,2",,72,Wind blowing from the north,7,,13,"90 or more, but not 100%",State of sky on the whole unchanged.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"20,0","15,7",No precipitation,3,,,,
06.08.2018 15:00,"30,0","760,3","760,6","-0,6",44,Wind blowing from the north-northwest,6,,10,no clouds,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","16,4",No precipitation,3,,,,
06.08.2018 12:00,"31,2","760,9","761,2","-0,2",45,Wind blowing from the north-west,6,,8,no clouds,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",,,,,,,,,,"15,0","17,8",No precipitation,3,,,,
06.08.2018 09:00,"26,9","761,1","761,4",,55,Wind blowing from the north-west,3,,,no clouds,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",,,,,,,,,,"15,0","17,2",No precipitation,3,,,,
03.08.2018 15:00,"42,0","760,9","761,1","-0,6",15,Wind blowing from the south,3,,,no clouds,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","10,7",No precipitation,3,,,,
03.08.2018 12:00,"36,9","761,5","761,8","0,0",23,Wind blowing from the south-southeast,2,,,no clouds,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",,,,,,,,,,"20,0","12,5",No precipitation,3,,,,
03.08.2018 09:00,"27,5","761,5","761,8",,61,Wind blowing from the east-northeast,2,,,no clouds,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",,,,,,,,,,"20,0","19,3",No precipitation,3,,,,
02.08.2018 15:00,"40,0","758,5","758,8","-1,1",17,Wind blowing from the south,2,,,"10% or less, but not 0","Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.","20,0","10,6",No precipitation,3,,,,
02.08.2018 12:00,"33,3","759,6","759,9","0,1",37,Wind blowing from the east-northeast,3,,,"10% or less, but not 0","Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","16,8",No precipitation,3,,,,
02.08.2018 09:00,"26,7","759,5","759,8",,59,Wind blowing from the east-northeast,4,,,"10% or less, but not 0","Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation.",,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","18,0",No precipitation,3,,,,
01.08.2018 15:00,"35,6","758,8","759,1","-1,3",36,Wind blowing from the west-northwest,3,,,no clouds,,,,,,,,,,,"20,0","18,4",No precipitation,3,,,,
01.08.2018 12:00,"30,6","760,1","760,4","-0,8",45,Wind blowing from the east-northeast,4,,,no clouds,,,,,,,,,,,"15,0","17,3",No precipitation,3,,,,
01.08.2018 09:00,"24,2","760,9","761,2",,61,Wind blowing from the east-northeast,3,,,no clouds,State of sky on the whole unchanged.,,,,,,,,,,"15,0","16,3",No precipitation,3,,,,
31.07.2018 15:00,"28,8","762,1","762,4","-0,7",51,Wind blowing from the north,6,,10,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,7",No precipitation,3,,,,
31.07.2018 12:00,"28,8","762,8","763,1","-0,8",50,Wind blowing from the north,3,,,40%.,Clouds generally forming or developing.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,5",No precipitation,3,,,,
31.07.2018 09:00,"24,5","763,6","763,8",,67,Wind blowing from the north-northwest,4,,,60%.,Clouds generally dissolving or becoming less developed.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","18,0",No precipitation,3,,,,
30.07.2018 15:00,"26,6","763,6","763,9","-0,5",55,Wind blowing from the north-west,6,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","16,7",No precipitation,3,,,,
30.07.2018 12:00,"26,6","764,1","764,4","-0,6",52,Wind blowing from the north-northwest,5,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,9",No precipitation,3,,,,
30.07.2018 09:00,"22,3","764,7","765,0",,68,Wind blowing from the north,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","16,1",,,,,,
27.07.2018 15:00,"26,9","761,1","761,4","-0,8",44,Wind blowing from the north-northwest,4,,9,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,7",No precipitation,3,,,,
27.07.2018 12:00,"25,2","761,9","762,2","0,2",54,Wind blowing from the north-northwest,6,,8,60%.,Clouds generally forming or developing.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,2",No precipitation,3,,,,
27.07.2018 09:00,"23,0","761,7","762,0",,72,Wind blowing from the north-northwest,4,,6,60%.,Clouds generally forming or developing.,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","17,7",,,,,,
