Local time in Penhas Douradas,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.05.2018 01:00,"10,5","647,5",,"-0,3",72,Wind blowing from the east-northeast,4,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
06.05.2018 00:00,"10,8","647,8",,"0,0",70,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"5,4",No precipitation,6,,,,
05.05.2018 23:00,"11,0","647,8",,,68,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
05.05.2018 22:00,"10,8","647,8",,"0,6",65,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
05.05.2018 21:00,"10,7","647,8",,"0,6",62,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"3,6",,,,,,
05.05.2018 20:00,"11,8","647,5",,"0,3",59,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"3,9",No precipitation,1,,,,
05.05.2018 19:00,"13,0","647,2",,"0,0",56,Wind blowing from the north,3,,,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
05.05.2018 18:00,"14,7","647,2",,"-0,1",51,Wind blowing from the north-northeast,3,,,,,,,,"17,5",,,,,,,"4,5",No precipitation,12,,,,
05.05.2018 17:00,"16,0","647,2",,"-0,1",50,Wind blowing from the north-northeast,3,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
05.05.2018 16:00,"16,9","647,2",,"-0,1",46,Wind blowing from the east,2,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
05.05.2018 15:00,"16,1","647,3",,"-0,2",47,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"4,7",,,,,,
05.05.2018 14:00,"16,2","647,3",,"-0,1",47,Wind blowing from the east,3,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
05.05.2018 13:00,"16,4","647,3",,"0,0",46,Wind blowing from the east,3,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
05.05.2018 12:00,"14,4","647,5",,"0,3",55,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"5,4",No precipitation,6,,,,
05.05.2018 11:00,"14,0","647,4",,"0,4",60,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
05.05.2018 10:00,"12,5","647,3",,"0,4",61,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
05.05.2018 09:00,"9,8","647,2",,"0,6",69,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"4,4",,,,,,
05.05.2018 08:00,"9,6","647,0",,"0,7",71,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
05.05.2018 07:00,"7,4","646,9",,"0,6",75,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
05.05.2018 06:00,"4,7","646,6",,"0,1",84,Wind blowing from the north-west,2,,,,,,,"4,0",,,,,,,,"2,2",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
05.05.2018 05:00,"5,0","646,3",,"-0,5",81,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
05.05.2018 04:00,"4,7","646,3",,"-0,6",83,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"2,1",No precipitation,1,,,,
05.05.2018 03:00,"5,3","646,5",,"-0,5",79,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"1,9",,,,,,
05.05.2018 02:00,"7,0","646,8",,"-0,4",70,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
05.05.2018 01:00,"5,4","646,9",,"-0,2",79,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
05.05.2018 00:00,"6,1","647,0",,"-0,1",74,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"1,8",No precipitation,6,,,,
04.05.2018 23:00,"7,1","647,2",,"0,6",69,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"1,8",No precipitation,1,,,,
04.05.2018 22:00,"7,8","647,1",,"0,7",64,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"1,4",No precipitation,1,,,,
04.05.2018 21:00,"7,9","647,1",,"0,8",67,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"2,1",,,,,,
04.05.2018 20:00,"8,0","646,6",,"0,3",68,Wind blowing from the east,4,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
04.05.2018 19:00,"8,6","646,4",,"0,3",65,Wind blowing from the east-northeast,4,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
04.05.2018 18:00,"10,4","646,3",,"0,5",57,Wind blowing from the east-northeast,4,,,,,,,,"12,9",,,,,,,"2,2",No precipitation,12,,,,
04.05.2018 17:00,"11,5","646,3",,"0,3",54,Wind blowing from the east-northeast,4,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
04.05.2018 16:00,"12,0","646,1",,"0,1",50,Wind blowing from the east,4,,,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
04.05.2018 15:00,"11,7","645,8",,"-0,2",47,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"0,8",,,,,,
04.05.2018 14:00,"12,0","646,0",,"0,0",48,Wind blowing from the east-southeast,6,,,no clouds,,,,,,,,,,,"30,0","1,2",No precipitation,1,,,,
04.05.2018 13:00,"12,1","646,0",,"0,0",46,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"0,6",No precipitation,1,,,,
04.05.2018 12:00,"10,7","646,0",,"0,0",46,Wind blowing from the south-east,5,,,no clouds,,,,,,,,,,,"30,0","-0,6",No precipitation,1,,,,
04.05.2018 11:00,"9,4","646,0",,"-0,1",46,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"-1,7",No precipitation,1,,,,
04.05.2018 10:00,"8,3","646,0",,"-0,3",53,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"-0,9",No precipitation,1,,,,
04.05.2018 09:00,"6,0","646,0",,"-0,1",59,Wind blowing from the east-southeast,5,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","30,0","-1,4",,,,,,
04.05.2018 08:00,"4,1","646,1",,"0,2",65,Wind blowing from the east-southeast,6,,,,,,,,,,,,,,,"-2,0",No precipitation,1,,,,
04.05.2018 07:00,"2,1","646,3",,"0,1",76,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"-1,8",No precipitation,1,,,,
04.05.2018 06:00,"0,8","646,1",,"0,0",79,Wind blowing from the south-east,4,,,,,,,"0,3",,,,,,,,"-2,4",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
04.05.2018 05:00,"0,7","645,9",,"-0,6",75,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"-3,3",No precipitation,1,,,,
04.05.2018 04:00,"1,6","646,2",,"-0,4",66,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"-4,1",No precipitation,1,,,,
04.05.2018 03:00,"1,8","646,1",,"-0,6",76,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"-2,1",,,,,,
04.05.2018 02:00,"3,3","646,5",,"-0,4",68,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"-2,1",No precipitation,1,,,,
04.05.2018 01:00,"4,0","646,6",,"-0,4",74,Wind blowing from the east,3,,,,,,,,,,,,,,,"-0,2",No precipitation,1,,,,
04.05.2018 00:00,"4,3","646,7",,"-0,1",78,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"0,8",No precipitation,6,,,,
03.05.2018 23:00,"6,3","646,9",,"0,4",69,Wind blowing from the east,4,,,,,,,,,,,,,,,"1,0",No precipitation,1,,,,
03.05.2018 22:00,"7,7","647,0",,"0,6",62,Wind blowing from the north-northeast,3,,,,,,,,,,,,,,,"0,8",No precipitation,1,,,,
03.05.2018 21:00,"7,4","646,8",,"0,5",63,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"0,7",,,,,,
03.05.2018 20:00,"7,4","646,5",,"0,1",73,Wind blowing from the north,3,,,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
03.05.2018 19:00,"8,8","646,4",,"0,0",68,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
03.05.2018 18:00,"10,8","646,3",,"-0,3",57,Wind blowing from the north,5,,,,,,,,"12,6",,,,,,,"2,6",No precipitation,12,,,,
03.05.2018 17:00,"11,6","646,4",,"-0,4",55,Wind blowing from the north,5,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
03.05.2018 16:00,"11,8","646,4",,"-0,5",58,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
03.05.2018 15:00,"11,7","646,6",,"-0,5",57,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,4",,,,,,
03.05.2018 14:00,"9,8","646,8",,"-0,4",67,Wind blowing from the north-east,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","4,0",No precipitation,1,,,,
03.05.2018 13:00,"9,1","646,9",,"-0,3",71,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
03.05.2018 12:00,"9,8","647,1",,"-0,2",65,Wind blowing from the north,5,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","3,5",No precipitation,1,,,,
03.05.2018 11:00,"8,9","647,2",,"-0,2",75,Wind blowing from the north-northwest,5,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
03.05.2018 10:00,"8,3","647,2",,"-0,3",77,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
03.05.2018 09:00,"6,9","647,3",,"0,1",86,Wind blowing from the north-west,4,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",50-100,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","30,0","4,7",,,,,,
03.05.2018 08:00,"6,2","647,4",,"0,5",90,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
03.05.2018 07:00,"6,2","647,5",,"0,4",91,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
03.05.2018 06:00,"4,7","647,2",,"0,0",99,Wind blowing from the north-west,4,,,,,,,"4,1",,,,,,,,"4,6",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
03.05.2018 05:00,"4,6","646,9",,"-0,4",99,Wind blowing from the north-west,6,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
03.05.2018 04:00,"4,7","647,1",,"-0,6",98,Wind blowing from the west,7,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
03.05.2018 03:00,"4,7","647,2",,"-0,6",97,Wind blowing from the west,6,,,,,,,,,,,,,,,"4,3",,,,,,
03.05.2018 02:00,"5,3","647,3",,"-0,5",95,Wind blowing from the west,7,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
03.05.2018 01:00,"4,8","647,7",,"-0,1",97,Wind blowing from the north-west,7,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
03.05.2018 00:00,"4,9","647,8",,"0,1",97,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"4,5",No precipitation,6,,,,
02.05.2018 23:00,"5,0","647,8",,,99,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
02.05.2018 22:00,"5,2","647,8",,,96,Wind blowing from the west,6,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
02.05.2018 21:00,"4,8","647,7",,"0,8",97,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"4,4",,,,,,
02.05.2018 20:00,"4,6","647,2",,"0,6",95,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
02.05.2018 19:00,"5,3","647,0",,"0,5",95,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
02.05.2018 18:00,"5,8","646,9",,"0,4",91,Wind blowing from the west-northwest,5,,,,,,,,"8,5",,,,,,,"4,5",No precipitation,12,,,,
02.05.2018 17:00,"6,5","646,6",,"0,1",87,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
02.05.2018 16:00,"6,1","646,5",,"0,2",88,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
02.05.2018 15:00,"6,3","646,5",,"0,4",87,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"4,2",,,,,,
02.05.2018 14:00,"6,7","646,5",,"0,3",84,Wind blowing from the west-northwest,5,,,"90 or more, but not 100%",,,,,,Stratocumulus cumulogenitus.,"90 or more, but not 100%",100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","4,1",No precipitation,1,,,,
02.05.2018 13:00,"8,1","646,3",,"0,3",78,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
02.05.2018 12:00,"7,3","646,1",,"0,4",78,Wind blowing from the north-west,4,,,"90 or more, but not 100%",,,,,,Stratocumulus cumulogenitus.,"90 or more, but not 100%",100-200,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","30,0","3,6",No precipitation,1,,,,
02.05.2018 11:00,"6,9","646,2",,"1,1",72,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"2,1",No precipitation,1,,,,
02.05.2018 10:00,"5,2","646,0",,,79,Wind blowing from the west,3,,,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
02.05.2018 09:00,"3,9","645,7",,"1,0",65,Wind blowing from the west,4,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90 or more, but not 100%",50-100,,,"30,0","-2,1",,,,,,
02.05.2018 08:00,"3,3","645,1",,"0,6",50,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"-6,2",No precipitation,1,,,,
02.05.2018 06:00,"1,6","644,7",,"0,2",64,Wind blowing from the west-northwest,3,,,,,,,"1,2",,,,,,,,"-4,6",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
02.05.2018 05:00,"1,6","644,5",,"-0,2",50,Wind blowing from the west-southwest,9,,,,,,,,,,,,,,,"-7,8",No precipitation,1,,,,
02.05.2018 04:00,"1,7","644,2",,"-0,7",26,Wind blowing from the west,10,,,,,,,,,,,,,,,"-15,7",No precipitation,1,,,,
02.05.2018 03:00,"2,4","644,5",,"-0,6",22,Wind blowing from the west,7,,,,,,,,,,,,,,,"-17,3",,,,,,
02.05.2018 02:00,"2,7","644,7",,"-0,6",28,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"-14,2",No precipitation,1,,,,
02.05.2018 01:00,"3,3","644,9",,"-0,5",21,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"-16,9",No precipitation,1,,,,
02.05.2018 00:00,"2,9","645,1",,"-0,3",23,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"-16,1",No precipitation,6,,,,
01.05.2018 23:00,"2,7","645,3",,"0,0",28,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"-14,2",No precipitation,1,,,,
01.05.2018 22:00,"3,5","645,4",,"0,3",24,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"-15,4",No precipitation,1,,,,
01.05.2018 21:00,"2,8","645,4",,"0,3",52,Wind blowing from the south-west,7,,,,,,,,,,,,,,,"-6,2",,,,,,
01.05.2018 20:00,"1,7","645,3",,"0,0",82,Wind blowing from the west-southwest,9,,,,,,,,,,,,,,,"-1,1",No precipitation,1,,,,
01.05.2018 19:00,"2,9","645,1",,"-0,3",76,Wind blowing from the west,8,,,,,,,,,,,,,,,"-1,0",No precipitation,1,,,,
01.05.2018 18:00,"5,3","645,1",,"-0,3",60,Wind blowing from the west,6,,,,,,,,,,,,,,,"-1,9",No precipitation,1,,,,
01.05.2018 17:00,"6,1","645,3",,"-0,5",63,Wind blowing from the west,7,,,,,,,,,,,,,,,"-0,6",No precipitation,1,,,,
01.05.2018 16:00,"6,0","645,4",,"-0,5",63,Wind blowing from the west,7,,,,,,,,,,,,,,,"-0,6",No precipitation,1,,,,
01.05.2018 15:00,"6,2","645,4",,"-0,5",65,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"0,0",,,,,,
01.05.2018 14:00,"7,7","645,8",,"-0,1",55,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"-0,9",No precipitation,1,,,,
01.05.2018 13:00,"6,8","645,9",,"0,1",59,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"-0,8",No precipitation,1,,,,
01.05.2018 12:00,"6,3","645,9",,"0,4",60,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"-0,9",No precipitation,6,,,,
01.05.2018 11:00,"4,8","645,9",,"0,6",69,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"-0,5",No precipitation,1,,,,
01.05.2018 10:00,"4,7","645,8",,"0,8",71,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"-0,1",No precipitation,1,,,,
01.05.2018 09:00,"4,2","645,5",,"0,9",74,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"0,0",,,,,,
01.05.2018 08:00,"2,6","645,3",,"0,8",83,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"-0,1",No precipitation,1,,,,
01.05.2018 07:00,"1,3","645,0",,"0,5",90,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"-0,2",No precipitation,1,,,,
01.05.2018 06:00,"0,6","644,6",,"0,0",92,Wind blowing from the west,6,,,,,,,"0,4",,,,,,,,"-0,5","0,4",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
01.05.2018 05:00,"0,6","644,5",,"-0,4",94,Wind blowing from the west,6,,,,,,,,,,,,,,,"-0,2",No precipitation,1,,,,
01.05.2018 04:00,"1,2","644,5",,"-0,7",94,Wind blowing from the north-west,6,,,,,,,,,,,,,,,"0,4",No precipitation,1,,,,
01.05.2018 03:00,"1,3","644,6",,"-0,9",94,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"0,4",,,,,,
01.05.2018 02:00,"1,0","644,9",,"-0,6",96,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"0,4",No precipitation,1,,,,
01.05.2018 01:00,"1,5","645,2",,"-0,2",97,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"1,1",No precipitation,1,,,,
01.05.2018 00:00,"1,8","645,5",,"0,1",97,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"1,4",,,,,,
30.04.2018 23:00,"1,5","645,5",,,95,Wind blowing from the west,6,,,,,,,,,,,,,,,"0,8","0,1",1,,,,
30.04.2018 22:00,"2,0","645,4",,"0,7",92,Wind blowing from the west,5,,,,,,,,,,,,,,,"0,8","0,2",1,,,,
30.04.2018 21:00,"2,0","645,4",,"1,0",95,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"1,2",,,,,,
30.04.2018 20:00,"2,2","645,0",,"0,6",94,Wind blowing from the west,8,,,,,,,,,,,,,,,"1,3",No precipitation,1,,,,
30.04.2018 19:00,"2,6","644,7",,"0,2",96,Wind blowing from the west,7,,,,,,,,,,,,,,,"2,0","0,1",1,,,,
30.04.2018 18:00,"2,6","644,4",,"-0,2",96,Wind blowing from the west-northwest,6,,,,,,,,"4,8",,,,,,,"2,0",7,12,,,,
30.04.2018 17:00,"3,7","644,4",,"-0,3",86,Wind blowing from the west,7,,,,,,,,,,,,,,,"1,6",2,1,,,,
30.04.2018 16:00,"2,2","644,5",,"-0,3",93,Wind blowing from the west,4,,,,,,,,,,,,,,,"1,2","0,2",1,,,,
30.04.2018 15:00,"3,8","644,6",,"-0,3",85,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"1,5",,,,,,
30.04.2018 14:00,"3,7","644,7",,"-0,1",83,Wind blowing from the west,3,,,,,,,,,,,,,,,"1,0",No precipitation,1,,,,
30.04.2018 13:00,"3,0","644,8",,"0,4",79,Wind blowing from the west,3,,,,,,,,,,,,,,,"-0,4",No precipitation,1,,,,
30.04.2018 12:00,"3,3","644,9",,"0,9",88,Wind blowing from the west,3,,,,,,,,,,,,,,,"1,5",5,6,,,,
30.04.2018 11:00,"2,2","644,8",,"1,2",88,Wind blowing from the west,3,,,,,,,,,,,,,,,"0,4",No precipitation,1,,,,
30.04.2018 10:00,"0,8","644,4",,,93,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"-0,2",2,1,,,,
30.04.2018 09:00,"0,3","644,0",,"1,1",94,Wind blowing from the west,5,,,,,,,,,,,,,,,"-0,6",,,,,,
30.04.2018 08:00,"-0,5","643,6",,"0,9",96,Wind blowing from the west,4,,,,,,,,,,,,,,,"-1,0","0,1",1,,,,
30.04.2018 06:00,"-1,2","642,9",,"-0,1",99,Wind blowing from the west,5,,,,,,,"-1,4",,,,,,,,"-1,4","0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
30.04.2018 05:00,"-1,0","642,7",,"-0,3",99,Wind blowing from the west,4,,,,,,,,,,,,,,,"-1,2",No precipitation,1,,,,
30.04.2018 04:00,"-1,0","642,7",,"-0,7",99,Wind blowing from the west,7,,,,,,,,,,,,,,,"-1,1",No precipitation,1,,,,
30.04.2018 03:00,"-0,9","643,0",,"-0,3",98,Wind blowing from the west,5,,,,,,,,,,,,,,,"-1,2",,,,,,
30.04.2018 02:00,"-0,9","643,0",,"-0,3",96,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"-1,4",No precipitation,1,,,,
30.04.2018 01:00,"-0,9","643,4",,"-0,2",97,Wind blowing from the west,6,,,,,,,,,,,,,,,"-1,3",No precipitation,1,,,,
30.04.2018 00:00,"-1,2","643,3",,"-0,3",96,Wind blowing from the west,9,,,,,,,,,,,,,,,"-1,7","0,1",6,,,,
29.04.2018 23:00,"-0,9","643,3",,"0,1",98,Wind blowing from the west,10,,,,,,,,,,,,,,,"-1,2",No precipitation,1,,,,
29.04.2018 22:00,"-0,7","643,6",,"0,7",96,Wind blowing from the west,7,,,,,,,,,,,,,,,"-1,2",No precipitation,1,,,,
29.04.2018 21:00,"-0,9","643,6",,"0,9",97,Wind blowing from the west,7,,,,,,,,,,,,,,,"-1,3",,,,,,
29.04.2018 20:00,"-0,6","643,2",,"0,6",99,Wind blowing from the west,7,,,,,,,,,,,,,,,"-0,7",No precipitation,1,,,,
29.04.2018 19:00,"-0,7","642,9",,"0,6",98,Wind blowing from the west,7,,,,,,,,,,,,,,,"-1,0","0,1",1,,,,
29.04.2018 18:00,"-0,1","642,7",,"0,6",98,Wind blowing from the west,7,,,,,,,,,,,,,,,"-0,4",15,12,,,,
29.04.2018 17:00,"-0,1","642,6",,"0,8",97,Wind blowing from the west,9,,,,,,,,,,,,,,,"-0,5","0,6",1,,,,
29.04.2018 16:00,"-0,5","642,3",,"0,5",97,Wind blowing from the west,9,,,,,,,,,,,,,,,"-0,9",1,1,,,,
29.04.2018 15:00,"0,1","642,1",,"0,4",99,Wind blowing from the west,10,,,,,,,,,,,,,,,"0,0",,,,,,
29.04.2018 14:00,"0,0","641,8",,"0,3",98,Wind blowing from the west,10,,,,,,,,,,,,,,,"-0,3",2,1,,,,
29.04.2018 13:00,"-0,1","641,8",,"0,4",99,Wind blowing from the west,9,,,,,,,,,,,,,,,"-0,3","0,6",1,,,,
29.04.2018 12:00,"-0,9","641,7",,"1,1",99,Wind blowing from the west-northwest,10,,,,,,,,,,,,,,,"-1,0",9,6,,,,
29.04.2018 11:00,"0,0","641,5",,"1,2",99,Wind blowing from the west,11,,,,,,,,,,,,,,,"-0,2",3,1,,,,
29.04.2018 10:00,"-0,3","641,4",,"1,4",99,Wind blowing from the west,11,,,,,,,,,,,,,,,"-0,4",4,1,,,,
29.04.2018 09:00,"-0,3","640,6",,"1,2",99,Wind blowing from the west,13,,,,,,,,,,,,,,,"-0,5",,,,,,
