Local time in Castelo do Neiva,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.06.2018 12:00,"16,6","759,5","763,8","0,3",74,Wind blowing from the east-northeast,3,6,6,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
03.06.2018 11:00,"16,5","759,4","763,6","0,2",71,Wind blowing from the north,2,,5,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
03.06.2018 10:00,"15,3","759,4","763,7","0,3",76,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
03.06.2018 09:00,"15,0","759,2","763,6","0,2",73,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
03.06.2018 08:00,"13,6","759,2","763,6","0,3",91,"Calm, no wind",0,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
03.06.2018 07:00,"12,3","759,1","763,4","0,4",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
03.06.2018 06:00,"12,1","759,0","763,3","0,2",99,Wind blowing from the north,1,,,,,,,"11,8",,,,,,,,"11,9",3,12,Surface of ground moist.,"12,0",,
03.06.2018 05:00,"12,2","758,9","763,3","0,0",97,Wind blowing from the north,2,,6,,,,,,,,,,,,,"11,8","0,5",1,,,,
03.06.2018 04:00,"13,1","758,7","763,0","-0,4",97,Wind blowing from the north,1,,5,,,,,,,,,,,,,"12,6","0,9",1,,,,
03.06.2018 03:00,"13,2","758,8","763,1","-0,7",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,9","0,6",1,,,,
03.06.2018 02:00,"13,2","758,9","763,2","-0,9",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,8","0,5",1,,,,
03.06.2018 01:00,"13,5","759,1","763,4","-0,9",94,"Calm, no wind",0,,,,,,,,,,,,,,,"12,6","0,1",1,,,,
03.06.2018 00:00,"13,6","759,5","763,9","-0,5",90,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
02.06.2018 23:00,"14,0","759,8","764,2","-0,1",84,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
02.06.2018 22:00,"14,2","760,0","764,3","0,0",87,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
02.06.2018 21:00,"14,1","760,0","764,4","0,2",87,"Calm, no wind",0,,,,,,,,,,,,,,,"12,0",No precipitation,12,,,,
02.06.2018 20:00,"14,4","759,9","764,2","0,2",90,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
02.06.2018 19:00,"15,1","760,0","764,2","0,0",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
02.06.2018 18:00,"15,5","759,8","764,2","-0,2",84,Wind blowing from the north,2,5,7,,,,,,"18,3",,,,,,,"12,8",No precipitation,1,,,,
02.06.2018 17:00,"16,6","759,7","764,1","-0,4",80,Wind blowing from the east-northeast,5,8,8,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
02.06.2018 16:00,"15,7","760,0","764,3","-0,3",86,Wind blowing from the east,4,8,9,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
02.06.2018 15:00,"17,3","760,0","764,2","-0,6",81,Wind blowing from the east,5,9,9,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
02.06.2018 14:00,"17,6","760,1","764,4","-0,5",81,Wind blowing from the east,4,9,9,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
02.06.2018 13:00,"17,5","760,3","764,6","-0,4",72,Wind blowing from the east,4,9,10,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
02.06.2018 12:00,"16,9","760,6","764,9","-0,3",77,Wind blowing from the east,4,8,9,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
02.06.2018 11:00,"16,6","760,6","764,8","0,0",77,Wind blowing from the east,4,7,8,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
02.06.2018 10:00,"16,1","760,7","765,0","0,1",79,Wind blowing from the east,5,8,8,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
02.06.2018 09:00,"16,7","760,9","765,1","0,4",78,Wind blowing from the north,3,7,7,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
02.06.2018 08:00,"15,7","760,6","764,9","0,3",85,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
02.06.2018 07:00,"14,1","760,6","764,9","0,3",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
02.06.2018 06:00,"11,5","760,5","764,9","0,0",99,"Calm, no wind",0,,,,,,,"10,7",,,,,,,,"11,3",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"9,0",,
02.06.2018 05:00,"11,0","760,3","764,6","-0,5",97,"Calm, no wind",0,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
02.06.2018 04:00,"11,7","760,3","764,6","-0,9",97,"Calm, no wind",0,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
02.06.2018 03:00,"12,8","760,5","764,8","-0,9",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
02.06.2018 02:00,"12,7","760,8","765,1","-0,7",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
02.06.2018 01:00,"13,3","761,2","765,4","-0,6",97,Wind blowing from the north,1,,5,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
02.06.2018 00:00,"14,3","761,4","765,7","-0,2",93,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
01.06.2018 23:00,"14,4","761,5","765,8","0,2",93,Wind blowing from the north,2,5,5,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
01.06.2018 22:00,"14,5","761,8","766,2","0,3",90,Wind blowing from the north,2,5,6,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
01.06.2018 21:00,"14,3","761,6","766,0","0,2",91,Wind blowing from the north,2,7,7,,,,,,,,,,,,,"12,8",No precipitation,12,,,,
01.06.2018 20:00,"15,1","761,3","765,6","0,0",87,Wind blowing from the north,2,,8,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
01.06.2018 19:00,"15,8","761,5","765,7","0,0",83,Wind blowing from the north,2,6,9,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
01.06.2018 18:00,"17,3","761,4","765,7","0,0",80,Wind blowing from the north,3,6,10,,,,,,"18,3",,,,,,,"13,7","0,2",12,,,,
01.06.2018 17:00,"17,6","761,3","765,6","-0,1",80,Wind blowing from the east,4,8,9,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
01.06.2018 16:00,"16,2","761,5","765,7","-0,2",86,Wind blowing from the north,3,7,9,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
01.06.2018 15:00,"16,0","761,4","765,7","-0,4",83,Wind blowing from the east,4,8,8,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
01.06.2018 14:00,"17,6","761,4","765,7","-0,4",80,Wind blowing from the east,4,7,9,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
01.06.2018 13:00,"16,4","761,7","766,0","-0,2",81,Wind blowing from the east,5,9,10,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
01.06.2018 12:00,"16,5","761,8","766,2","-0,1",83,Wind blowing from the north-west,5,9,9,60%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,5","0,2",6,,,,
01.06.2018 11:00,"16,4","761,8","766,1","-0,2",83,Wind blowing from the east,4,6,8,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
01.06.2018 10:00,"15,0","761,9","766,3","0,0",88,Wind blowing from the north,3,5,7,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
01.06.2018 09:00,"14,7","761,9","766,3","0,1",85,Wind blowing from the north,2,,,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","16,0","12,1",,,,,,
01.06.2018 08:00,"13,7","762,0","766,3","0,4",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
01.06.2018 07:00,"12,9","761,9","766,3","0,4",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,7","0,2",1,,,,
01.06.2018 06:00,"12,0","761,8","766,2","0,1",97,Wind blowing from the north,1,,,,,,,"11,7",,,,,,,,"11,6",1,12,Surface of ground moist.,"12,0",,
01.06.2018 05:00,"12,3","761,6","766,0","-0,2",98,"Calm, no wind",0,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
01.06.2018 04:00,"12,1","761,5","765,8","-0,5",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
01.06.2018 03:00,"12,3","761,7","766,0","-0,4",96,"Calm, no wind",0,,,,,,,,,,,,,,,"11,7","0,5",1,,,,
01.06.2018 02:00,"12,5","761,8","766,2","-0,5",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
01.06.2018 01:00,"12,0","762,0","766,3","-0,5",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
01.06.2018 00:00,"12,2","762,1","766,5","-0,2",93,"Calm, no wind",0,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
31.05.2018 23:00,"12,1","762,3","766,7","0,3",94,"Calm, no wind",0,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
31.05.2018 22:00,"12,6","762,5","766,9","0,8",89,"Calm, no wind",0,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
31.05.2018 21:00,"12,3","762,3","766,7","0,9",89,"Calm, no wind",0,,,,,,,,,,,,,,,"10,5","0,6",12,,,,
31.05.2018 20:00,"13,6","762,0","766,3","0,7",84,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
31.05.2018 19:00,"14,6","761,7","766,0","0,5",82,Wind blowing from the north,2,,5,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
31.05.2018 18:00,"15,7","761,4","765,7","0,3",75,Wind blowing from the north,2,,7,,,,,,"17,8",,,,,,,"11,3","0,7",12,,,,
31.05.2018 17:00,"16,6","761,3","765,6","0,2",75,Wind blowing from the north,2,,6,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
31.05.2018 16:00,"17,0","761,2","765,5","0,1",78,Wind blowing from the north,2,5,6,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
31.05.2018 15:00,"16,1","761,1","765,4","0,1",86,Wind blowing from the east,3,6,7,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
31.05.2018 14:00,"17,0","761,1","765,4","0,1",84,Wind blowing from the north,3,6,6,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
31.05.2018 13:00,"16,5","761,1","765,4","0,3",86,Wind blowing from the north,3,5,6,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
31.05.2018 12:00,"17,2","761,0","765,3","0,5",86,Wind blowing from the east,3,6,6,,,,,,,,,,,,,"14,9","0,7",6,,,,
31.05.2018 11:00,"16,9","761,0","765,3","0,8",92,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
31.05.2018 10:00,"15,7","760,8","765,1","0,9",97,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,3","0,6",1,,,,
31.05.2018 09:00,"15,8","760,5","764,8","0,8",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,1","0,1",1,,,,
31.05.2018 08:00,"15,0","760,2","764,5","0,7",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
31.05.2018 07:00,"14,6","759,9","764,2","0,5",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
31.05.2018 06:00,"14,4","759,7","764,1","0,3",96,Wind blowing from the north,1,,,,,,,"13,2",,,,,,,,"13,8","0,1",12,Surface of ground moist.,"13,0",,
31.05.2018 05:00,"14,2","759,5","763,8","-0,2",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,6","0,1",1,,,,
31.05.2018 04:00,"14,0","759,4","763,7","-0,4",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
31.05.2018 03:00,"14,1","759,4","763,7","-0,5",96,"Calm, no wind",0,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
31.05.2018 02:00,"14,3","759,7","763,9","-0,4",96,"Calm, no wind",0,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
31.05.2018 01:00,"14,2","759,8","764,1","-0,3",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
31.05.2018 00:00,"14,2","759,9","764,2","0,0",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
30.05.2018 23:00,"13,4","760,1","764,5","0,7",97,"Calm, no wind",0,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
30.05.2018 22:00,"13,6","760,1","764,4","0,8",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
30.05.2018 21:00,"14,6","759,9","764,2","0,8",91,"Calm, no wind",0,,,,,,,,,,,,,,,"13,2",No precipitation,12,,,,
30.05.2018 20:00,"14,8","759,4","763,7","0,3",90,"Calm, no wind",0,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
30.05.2018 19:00,"15,3","759,3","763,6","0,3",88,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
30.05.2018 18:00,"15,6","759,1","763,4","0,1",88,Wind blowing from the north,2,,,,,,,,"19,1",,,,,,,"13,6",No precipitation,1,,,,
30.05.2018 17:00,"15,9","759,1","763,3","0,2",83,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
30.05.2018 16:00,"15,7","759,0","763,3","0,1",86,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
30.05.2018 15:00,"15,9","759,0","763,3","0,2",88,Wind blowing from the east-northeast,3,6,7,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
30.05.2018 14:00,"17,3","758,9","763,2","0,2",84,Wind blowing from the north,3,,6,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
30.05.2018 13:00,"17,3","758,9","763,2","0,4",81,Wind blowing from the north,3,,5,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
30.05.2018 12:00,"17,1","758,8","763,1","0,6",81,Wind blowing from the north,3,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"14,0","13,8",No precipitation,1,,,,
30.05.2018 11:00,"16,0","758,7","763,0","0,8",85,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
30.05.2018 10:00,"15,3","758,5","762,7","0,7",90,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
30.05.2018 09:00,"15,7","758,2","762,4","0,7",86,Wind blowing from the north,3,,5,"90 or more, but not 100%",Clouds generally dissolving or becoming less developed.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"12,0","13,3",,,,,,
30.05.2018 08:00,"15,4","757,9","762,2","0,6",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
30.05.2018 07:00,"15,0","757,8","762,1","0,7",93,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
30.05.2018 06:00,"14,7","757,5","761,8","0,3",94,Wind blowing from the north,2,,,,,,,"13,9",,,,,,,,"13,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
30.05.2018 05:00,"14,3","757,3","761,5","0,0",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
30.05.2018 04:00,"14,3","757,1","761,4","-0,5",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
30.05.2018 03:00,"14,4","757,2","761,5","-0,7",96,Wind blowing from the north,1,,5,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
30.05.2018 02:00,"14,5","757,3","761,5","-0,6",95,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
30.05.2018 01:00,"14,6","757,6","761,9","-0,4",96,Wind blowing from the north,3,,6,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
30.05.2018 00:00,"14,8","757,9","762,1","0,1",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
29.05.2018 23:00,"14,8","757,9","762,2","0,4",95,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
29.05.2018 22:00,"14,9","758,0","762,3","0,7",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
29.05.2018 21:00,"14,9","757,8","762,1","0,7",95,Wind blowing from the east,3,7,7,,,,,,,,,,,,,"14,1",No precipitation,12,,,,
29.05.2018 20:00,"15,0","757,5","761,8","0,3",94,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
29.05.2018 19:00,"15,3","757,3","761,6","0,0",94,Wind blowing from the north,2,,6,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
29.05.2018 18:00,"15,5","757,1","761,4","-0,3",92,Wind blowing from the north,3,5,6,,,,,,"17,9",,,,,,,"14,2",No precipitation,1,,,,
29.05.2018 17:00,"15,9","757,2","761,5","-0,5",90,Wind blowing from the north,3,,6,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
29.05.2018 16:00,"16,0","757,3","761,5","-0,6",89,Wind blowing from the north,3,5,7,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
29.05.2018 15:00,"16,8","757,4","761,7","-0,5",88,Wind blowing from the east,3,6,7,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
29.05.2018 14:00,"15,8","757,7","762,0","-0,2",90,Wind blowing from the north,3,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
29.05.2018 13:00,"15,8","757,9","762,1","0,1",90,Wind blowing from the north,3,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
29.05.2018 12:00,"15,1","757,9","762,3","0,2",95,Wind blowing from the north,2,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"5,0","14,3",No precipitation,1,,,,
29.05.2018 11:00,"14,8","757,9","762,1","0,3",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
29.05.2018 10:00,"14,8","757,8","762,1","0,3",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
29.05.2018 09:00,"14,6","757,7","762,0","0,3",99,Wind blowing from the north,1,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,100-200,,,"4,3","14,4",,,,,,
29.05.2018 08:00,"14,5","757,6","762,0","0,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
29.05.2018 07:00,"14,1","757,5","761,8","0,2",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
29.05.2018 06:00,"13,9","757,4","761,7","0,0",99,Wind blowing from the north,1,,,,,,,"13,3",,,,,,,,"13,7",7,12,Surface of ground moist.,"14,0",,
29.05.2018 05:00,"13,8","757,3","761,6","-0,6",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
29.05.2018 04:00,"13,6","757,3","761,6","-0,6",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,4","0,8",1,,,,
29.05.2018 03:00,"13,7","757,4","761,8","-0,9",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,4",6,1,,,,
29.05.2018 02:00,"13,7","757,9","762,1","-0,8",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,1","0,3",1,,,,
29.05.2018 01:00,"14,1","757,9","762,3","-0,9",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
29.05.2018 00:00,"14,2","758,3","762,6","-0,4",90,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
28.05.2018 23:00,"14,2","758,7","763,0","0,5",90,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
28.05.2018 22:00,"14,2","758,8","763,1","0,9",91,Wind blowing from the north,2,,6,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
28.05.2018 21:00,"14,0","758,7","763,0","1,2",91,Wind blowing from the north,2,,6,,,,,,,,,,,,,"12,6",No precipitation,12,,,,
28.05.2018 20:00,"14,2","758,2","762,4","0,9",90,Wind blowing from the north,3,6,7,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
28.05.2018 19:00,"14,7","757,9","762,2","0,3",88,Wind blowing from the north,2,6,8,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
28.05.2018 18:00,"15,0","757,5","761,8","-0,1",85,Wind blowing from the north,2,5,8,,,,,,"18,7",,,,,,,"12,5",No precipitation,1,,,,
28.05.2018 17:00,"15,6","757,3","761,6","-0,5",82,Wind blowing from the east,4,7,9,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
28.05.2018 16:00,"17,2","757,6","761,8","-0,5",78,Wind blowing from the east,4,10,10,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
28.05.2018 15:00,"17,9","757,6","761,9","-0,8",77,Wind blowing from the east,3,8,11,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
28.05.2018 14:00,"17,6","757,8","762,1","-0,9",75,Wind blowing from the east,5,9,12,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
28.05.2018 13:00,"17,9","758,1","762,4","-0,4",73,Wind blowing from the east,5,10,10,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
28.05.2018 12:00,"18,0","758,4","762,7","-0,3",74,Wind blowing from the west-northwest,3,8,10,40%.,Clouds generally dissolving or becoming less developed.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","18,0","13,2",No precipitation,1,,,,
28.05.2018 11:00,"17,8","758,7","763,0","-0,1",76,Wind blowing from the east-northeast,3,7,9,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
28.05.2018 10:00,"17,7","758,5","762,8","-0,5",76,Wind blowing from the east,4,7,8,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
28.05.2018 09:00,"16,1","758,7","763,0","-0,1",80,Wind blowing from the north,3,6,6,50%.,Clouds generally forming or developing.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","18,0","12,6",,,,,,
